AnlyTxHack__Account_External_Id__c,Priority,AnlyTxHack__EstimatedClosedDate__c,AnlyTxHack__CSAT__c,Origin,Reason,AnlyTxHack__SLAViolation__c,AnlyTxHack__SLA_Type__c,Status,Subject,AnlyTxHack__Country__c,AnlyTxHack__Solved_By__c,AnlyTxHack__Industry_Type__c
0012w00000LRfk9AAD,Low,2020-07-28,80,Email,Equipment Design,Open Violation,Premium,Waiting on Customer,Case about Laptops,Brazil,Call center Agent,Consumer Goods
0012w00000LRfkAAAT,Low,2020-07-29,22,Phone,Other,Compliant,Premium,Working,Case about Laptops,Belgium,Onsite Agent,Travel
0012w00000LRfkBAAT,Medium,2020-07-30,28,Phone,Feedback,Compliant,Basic,Waiting on Customer,Case about Laptops,China,Self,Entertainment
0012w00000LRfkCAAT,Low,2020-07-31,93,Web,Other,Compliant,Basic,Working,Case about Laptops,United Arab Emirates,Knowledge Portal,Computer Software
0012w00000LRfkDAAT,Medium,2020-08-01,44,Web,Performance,Compliant,Premium,Warning,Case about Laptops,United States of America,Chatbot,Construction
0012w00000LRfkEAAT,High,2020-08-02,89,Email,Other,Compliant,Basic,Working,Case about Laptops,India,Call center Agent,Health Care
0012w00000LRfkFAAT,Medium,2020-08-03,89,Email,Other,Compliant,Premium,Closed,Case about Laptops,The United Kingdom,Onsite Agent,Manufacturing
0012w00000LRfkGAAT,High,2020-08-04,71,Phone,Performance,Compliant,Basic,Closed,Case about Laptops,Russia,Self,Consumer Goods
0012w00000LRfkHAAT,Low,2020-08-05,22,Chat,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Canada,Knowledge Portal,Travel
0012w00000LRfkIAAT,Low,2020-08-06,38,Phone,Installation,Compliant,Basic,Closed,Case about Laptops,Israel,Chatbot,Entertainment
0012w00000LRfkJAAT,Low,2020-08-07,97,Chat,Performance,Open Violation,Basic,Closed,Case about Laptops,Australia,Call center Agent,Computer Software
0012w00000LRfpYAAT,Medium,2020-08-08,50,Phone,Performance,Compliant,Premium,Closed,Case about Laptops,Austria,Onsite Agent,Construction
0012w00000LRfpZAAT,Medium,2020-08-09,117,Chat,Breakdown,Compliant,Basic,Closed,Case about Laptops,Belarus,Self,Health Care
0012w00000LRfpaAAD,Medium,2020-08-10,79,Web,Breakdown,Compliant,Basic,Closed,Case about Laptops,Brazil,Knowledge Portal,Manufacturing
0012w00000LRfpbAAD,Medium,2020-08-11,72,Phone,Other,Compliant,Basic,Closed,Case about Laptops,Belgium,Chatbot,Consumer Goods
0012w00000LRfpcAAD,Low,2020-08-12,20,Email,Breakdown,Compliant,Premium,Closed,Case about Laptops,China,Call center Agent,Travel
0012w00000LRfpdAAD,Low,2020-08-13,41,Web,Performance,Compliant,Premium,Closed,Case about Laptops,United Arab Emirates,Onsite Agent,Entertainment
0012w00000LRfpeAAD,Medium,2020-08-14,89,Phone,Installation,Open Violation,Basic,Closed,Case about Laptops,United States of America,Self,Computer Software
0012w00000LRfpfAAD,Medium,2020-08-15,46,Chat,Breakdown,Compliant,Premium,Closed,Case about Laptops,India,Knowledge Portal,Construction
0012w00000LRfpgAAD,Low,2020-08-16,87,Web,Equipment Complexity,Compliant,Premium,Closed,Case about Laptops,The United Kingdom,Chatbot,Health Care
0012w00000LRfphAAD,Low,2020-08-17,70,Phone,Other,Compliant,Premium,Closed,Case about Laptops,Russia,Call center Agent,Manufacturing
0012w00000LRfpiAAD,High,2020-08-18,96,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,Canada,Onsite Agent,Consumer Goods
0012w00000LRfpjAAD,Medium,2020-08-19,36,Phone,Other,Compliant,Basic,Closed,Case about Laptops,Israel,Self,Travel
0012w00000LRfpkAAD,Medium,2020-08-20,33,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,Australia,Knowledge Portal,Entertainment
0012w00000LRfplAAD,Low,2020-08-21,79,Email,Installation,Open Violation,Premium,Closed,Case about Laptops,Austria,Chatbot,Computer Software
0012w00000LRfpmAAD,Low,2020-08-22,34,Chat,Feedback,Compliant,Premium,Closed,Case about Laptops,Belarus,Call center Agent,Construction
0012w00000LRfpnAAD,Low,2020-08-23,108,Web,Feedback,Compliant,Basic,Closed,Case about Laptops,Brazil,Onsite Agent,Health Care
0012w00000LRfpoAAD,Low,2020-08-24,93,Email,Feedback,Compliant,Basic,Closed,Case about Laptops,Belgium,Self,Manufacturing
0012w00000LRfppAAD,Low,2020-08-25,93,Phone,Performance,Compliant,Premium,Closed,Case about Laptops,China,Knowledge Portal,Consumer Goods
0012w00000LRfpqAAD,Medium,2020-08-26,45,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,United Arab Emirates,Chatbot,Travel
0012w00000LRfprAAD,High,2020-08-27,85,Web,Feedback,Compliant,Basic,Closed,Case about Laptops,United States of America,Call center Agent,Entertainment
0012w00000LRfpsAAD,Low,2020-08-28,90,Phone,Breakdown,Compliant,Basic,Closed,Case about Laptops,India,Onsite Agent,Computer Software
0012w00000LRfptAAD,Low,2020-08-29,56,Email,Breakdown,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Self,Construction
0012w00000LRfpuAAD,Low,2020-08-30,100,Chat,Feedback,Compliant,Basic,Closed,Case about Laptops,Russia,Knowledge Portal,Health Care
0012w00000LRfpvAAD,Low,2020-08-31,91,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Canada,Chatbot,Manufacturing
0012w00000LRfkKAAT,Medium,2020-09-01,96,Phone,Other,Compliant,Basic,Closed,Case about Laptops,Israel,Call center Agent,Consumer Goods
0012w00000LRfkLAAT,Medium,2020-09-02,50,Web,Feedback,Compliant,Premium,Closed,Case about Laptops,Australia,Onsite Agent,Travel
0012w00000LRfkMAAT,Low,2020-09-03,111,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Austria,Self,Entertainment
0012w00000LRfkNAAT,Medium,2020-09-04,77,Web,Installation,Compliant,Basic,Closed,Case about Laptops,Belarus,Knowledge Portal,Computer Software
0012w00000LRfkOAAT,Medium,2020-09-05,45,Email,Feedback,Compliant,Basic,Closed,Case about Laptops,Brazil,Chatbot,Construction
0012w00000LRfkPAAT,Low,2020-09-06,111,Email,Performance,Compliant,Premium,Closed,Case about Laptops,Belgium,Call center Agent,Health Care
0012w00000LRfkQAAT,Medium,2020-09-07,73,Phone,Equipment Design,Compliant,Premium,Closed,Case about Laptops,China,Onsite Agent,Manufacturing
0012w00000LRfkRAAT,Low,2020-09-08,115,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,United Arab Emirates,Self,Consumer Goods
0012w00000LRfkSAAT,Low,2020-09-09,45,Chat,Feedback,Compliant,Basic,Closed,Case about Laptops,United States of America,Knowledge Portal,Travel
0012w00000LRfkTAAT,Medium,2020-09-10,106,Phone,Other,Compliant,Premium,Closed,Case about Laptops,India,Chatbot,Entertainment
0012w00000LRfkUAAT,High,2020-09-11,80,Web,Performance,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Call center Agent,Computer Software
0012w00000LRfkVAAT,Low,2020-09-12,38,Phone,Performance,Compliant,Basic,Closed,Case about Laptops,Russia,Onsite Agent,Construction
0012w00000LRfkWAAT,Low,2020-09-13,77,Chat,Breakdown,Compliant,Basic,Closed,Case about Laptops,Canada,Self,Health Care
0012w00000LRfkXAAT,Medium,2020-09-14,76,Chat,Installation,Open Violation,Basic,Closed,Case about Laptops,Israel,Knowledge Portal,Manufacturing
0012w00000LRfkYAAT,Medium,2020-09-15,90,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Australia,Chatbot,Consumer Goods
0012w00000LRfkZAAT,Medium,2020-09-16,45,Chat,Feedback,Compliant,Basic,Closed,Case about Laptops,Austria,Call center Agent,Travel
0012w00000LRfkaAAD,Low,2020-09-17,79,Chat,Performance,Compliant,Basic,Closed,Case about Laptops,Belarus,Onsite Agent,Entertainment
0012w00000LRfkbAAD,Medium,2020-09-18,107,Web,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Brazil,Self,Computer Software
0012w00000LRfkcAAD,Medium,2020-09-19,85,Chat,Equipment Design,Open Violation,Premium,Closed,Case about Laptops,Belgium,Knowledge Portal,Construction
0012w00000LRfkdAAD,Low,2020-09-20,82,Web,Other,Compliant,Basic,Closed,Case about Laptops,China,Chatbot,Health Care
0012w00000LRfkeAAD,Low,2020-09-21,90,Email,Performance,Open Violation,Basic,Closed,Case about Laptops,United Arab Emirates,Call center Agent,Manufacturing
0012w00000LRfkfAAD,Low,2020-09-22,75,Phone,Equipment Design,Compliant,Premium,Closed,Case about Laptops,United States of America,Onsite Agent,Consumer Goods
0012w00000LRfkgAAD,High,2020-09-23,34,Web,Equipment Design,Compliant,Basic,Closed,Case about Laptops,India,Self,Travel
0012w00000LRfkhAAD,Medium,2020-09-24,90,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Knowledge Portal,Entertainment
0012w00000LRfkiAAD,Low,2020-09-25,69,Chat,Performance,Compliant,Basic,Working,Case about Laptops,Russia,Chatbot,Computer Software
0012w00000LRfpwAAD,Low,2020-09-26,65,Email,Feedback,Compliant,Basic,Waiting on Customer,Case about Laptops,Canada,Call center Agent,Construction
0012w00000LRfpxAAD,Low,2020-09-27,68,Phone,Performance,Compliant,Basic,Working,Case about Laptops,Israel,Onsite Agent,Health Care
0012w00000LRfpyAAD,Low,2020-09-28,85,Phone,Performance,Compliant,Basic,Working,Case about Laptops,Australia,Self,Manufacturing
0012w00000LRfpzAAD,High,2020-09-29,90,Phone,Feedback,Compliant,Premium,Closed,Case about Laptops,Austria,Knowledge Portal,Consumer Goods
0012w00000LRfq0AAD,Low,2020-09-30,41,Web,Performance,Compliant,Basic,Waiting on Customer,Case about Laptops,Belarus,Chatbot,Travel
0012w00000LRfq1AAD,Low,2020-01-01,100,Phone,Installation,Compliant,Basic,Attention,Case about Laptops,Brazil,Call center Agent,Entertainment
0012w00000LRfq2AAD,Low,2020-01-02,86,Phone,Performance,Open Violation,Basic,Working,Case about Laptops,Belgium,Onsite Agent,Computer Software
0012w00000LRfq3AAD,High,2020-01-03,20,Web,Other,Compliant,Premium,Closed,Case about Laptops,China,Self,Construction
0012w00000LRfq4AAD,Medium,2020-01-04,97,Chat,Performance,Compliant,Basic,Closed,Case about Laptops,United Arab Emirates,Knowledge Portal,Health Care
0012w00000LRfq5AAD,Medium,2020-01-05,50,Phone,Performance,Compliant,Premium,Closed,Case about Laptops,United States of America,Chatbot,Manufacturing
0012w00000LRfq6AAD,Low,2020-01-06,92,Email,Equipment Design,Compliant,Basic,Closed,Case about Laptops,India,Call center Agent,Consumer Goods
0012w00000LRfq7AAD,Medium,2020-01-07,79,Email,Breakdown,Open Violation,Basic,Closed,Case about Laptops,The United Kingdom,Onsite Agent,Travel
0012w00000LRfq8AAD,Low,2020-01-08,78,Web,Performance,Compliant,Basic,Closed,Case about Laptops,Russia,Self,Entertainment
0012w00000LRfq9AAD,Medium,2020-01-09,92,Chat,Other,Open Violation,Basic,Closed,Case about Laptops,Canada,Knowledge Portal,Computer Software
0012w00000LRfqAAAT,Low,2020-01-10,90,Phone,Breakdown,Compliant,Premium,Closed,Case about Laptops,Israel,Chatbot,Construction
0012w00000LRfqBAAT,Medium,2020-01-11,99,Web,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Australia,Call center Agent,Health Care
0012w00000LRfqCAAT,Low,2020-01-12,80,Email,Performance,Compliant,Basic,Closed,Case about Laptops,Austria,Onsite Agent,Manufacturing
0012w00000LRfqDAAT,Medium,2020-01-13,77,Phone,Breakdown,Compliant,Basic,Closed,Case about Laptops,Belarus,Self,Consumer Goods
0012w00000LRfqEAAT,Low,2020-01-14,102,Web,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Brazil,Knowledge Portal,Travel
0012w00000LRfqFAAT,Low,2020-01-15,89,Web,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Belgium,Chatbot,Entertainment
0012w00000LRfqGAAT,Low,2020-01-16,102,Chat,Installation,Compliant,Basic,Closed,Case about Laptops,China,Call center Agent,Computer Software
0012w00000LRfqHAAT,Medium,2020-01-17,106,Web,Breakdown,Compliant,Basic,Closed,Case about Laptops,United Arab Emirates,Onsite Agent,Construction
0012w00000LRfqIAAT,Medium,2020-01-18,80,Phone,Feedback,Open Violation,Basic,Closed,Case about Laptops,United States of America,Self,Health Care
0012w00000LRfqJAAT,Low,2020-01-19,86,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,India,Knowledge Portal,Manufacturing
0012w00000LRfkjAAD,Low,2020-01-20,101,Email,Equipment Complexity,Compliant,Premium,Closed,Case about Laptops,The United Kingdom,Chatbot,Consumer Goods
0012w00000LRfkkAAD,High,2020-01-21,102,Web,Feedback,Compliant,Basic,Closed,Case about Laptops,Russia,Call center Agent,Travel
0012w00000LRfklAAD,High,2020-01-22,99,Phone,Installation,Compliant,Basic,Closed,Case about Laptops,Canada,Onsite Agent,Entertainment
0012w00000LRfkmAAD,High,2020-01-23,85,Web,Performance,Compliant,Basic,Closed,Case about Laptops,Israel,Self,Computer Software
0012w00000LRfknAAD,Low,2020-01-24,94,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,Australia,Knowledge Portal,Construction
0012w00000LRfkoAAD,High,2020-01-25,88,Email,Other,Compliant,Premium,Closed,Case about Laptops,Austria,Chatbot,Health Care
0012w00000LRfkpAAD,Low,2020-01-26,75,Phone,Feedback,Compliant,Premium,Closed,Case about Laptops,Belarus,Call center Agent,Manufacturing
0012w00000LRfkqAAD,Low,2020-01-27,88,Phone,Feedback,Compliant,Basic,Closed,Case about Laptops,Brazil,Onsite Agent,Consumer Goods
0012w00000LRfkrAAD,Medium,2020-01-28,94,Chat,Performance,Compliant,Premium,Closed,Case about Laptops,Belgium,Self,Travel
0012w00000LRfksAAD,Low,2020-01-29,108,Email,Performance,Compliant,Basic,Closed,Case about Laptops,China,Knowledge Portal,Entertainment
0012w00000LRfktAAD,Medium,2020-01-30,78,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,United Arab Emirates,Chatbot,Computer Software
0012w00000LRfkuAAD,Low,2020-01-31,95,Email,Equipment Design,Compliant,Basic,Closed,Case about Laptops,United States of America,Call center Agent,Construction
0012w00000LRfkvAAD,Low,2020-02-01,112,Chat,Other,Compliant,Basic,Closed,Case about Laptops,India,Onsite Agent,Health Care
0012w00000LRfkwAAD,Low,2020-02-02,104,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Self,Manufacturing
0012w00000LRfkxAAD,Medium,2020-02-03,92,Email,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Russia,Knowledge Portal,Consumer Goods
0012w00000LRfkyAAD,Low,2020-02-04,87,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Canada,Chatbot,Travel
0012w00000LRfkzAAD,Low,2020-02-05,75,Phone,Installation,Compliant,Basic,Closed,Case about Laptops,Israel,Call center Agent,Entertainment
0012w00000LRfl0AAD,Medium,2020-02-06,100,Email,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Australia,Onsite Agent,Computer Software
0012w00000LRfl1AAD,Low,2020-02-07,73,Phone,Performance,Compliant,Premium,Closed,Case about Laptops,Austria,Self,Construction
0012w00000LRfl2AAD,Low,2020-02-08,101,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,Belarus,Knowledge Portal,Health Care
0012w00000LRfl3AAD,Medium,2020-02-09,105,Phone,Other,Open Violation,Basic,Closed,Case about Laptops,Brazil,Chatbot,Manufacturing
0012w00000LRfl4AAD,Low,2020-02-10,95,Web,Installation,Compliant,Premium,Closed,Case about Laptops,Belgium,Call center Agent,Consumer Goods
0012w00000LRfl5AAD,Medium,2020-02-11,81,Email,Performance,Compliant,Premium,Closed,Case about Laptops,China,Onsite Agent,Travel
0012w00000LRfl6AAD,Low,2020-02-12,91,Web,Other,Compliant,Basic,Closed,Case about Laptops,United Arab Emirates,Self,Entertainment
0012w00000LRfqKAAT,Low,2020-02-13,71,Phone,Other,Compliant,Basic,Closed,Case about Laptops,United States of America,Knowledge Portal,Computer Software
0012w00000LRfqLAAT,Low,2020-02-14,87,Web,Other,Compliant,Premium,Closed,Case about Laptops,India,Chatbot,Construction
0012w00000LRfqMAAT,Low,2020-02-15,80,Web,Performance,Open Violation,Premium,Closed,Case about Laptops,The United Kingdom,Call center Agent,Health Care
0012w00000LRfqNAAT,Low,2020-02-16,80,Phone,Breakdown,Compliant,Premium,Closed,Case about Laptops,Russia,Onsite Agent,Manufacturing
0012w00000LRfqOAAT,Low,2020-02-17,95,Chat,Performance,Compliant,Basic,Closed,Case about Laptops,Canada,Self,Consumer Goods
0012w00000LRfqPAAT,Medium,2020-02-18,95,Email,Installation,Compliant,Basic,Closed,Case about Laptops,Israel,Knowledge Portal,Travel
0012w00000LRfqQAAT,Low,2020-02-19,100,Phone,Equipment Complexity,Open Violation,Premium,Closed,Case about Laptops,Australia,Chatbot,Entertainment
0012w00000LRfqRAAT,Low,2020-02-20,85,Web,Other,Compliant,Premium,Closed,Case about Laptops,Austria,Call center Agent,Computer Software
0012w00000LRfqSAAT,Low,2020-02-21,90,Phone,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Belarus,Onsite Agent,Construction
0012w00000LRfqTAAT,Medium,2020-02-22,85,Web,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Brazil,Self,Health Care
0012w00000LRfqUAAT,Low,2020-02-23,80,Chat,Feedback,Open Violation,Basic,Closed,Case about Laptops,Belgium,Knowledge Portal,Manufacturing
0012w00000LRfqVAAT,Medium,2020-02-24,111,Chat,Breakdown,Compliant,Basic,Closed,Case about Laptops,China,Chatbot,Consumer Goods
0012w00000LRfqWAAT,Medium,2020-02-25,108,Web,Performance,Compliant,Premium,Closed,Case about Laptops,United Arab Emirates,Call center Agent,Travel
0012w00000LRfqXAAT,Medium,2020-02-26,88,Web,Installation,Compliant,Basic,Closed,Case about Laptops,United States of America,Onsite Agent,Entertainment
0012w00000LRfqYAAT,Low,2020-02-27,90,Email,Other,Compliant,Basic,Closed,Case about Laptops,India,Self,Computer Software
0012w00000LRfqZAAT,Medium,2020-02-28,85,Phone,Performance,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Knowledge Portal,Construction
0012w00000LRfqaAAD,Low,2020-02-29,90,Chat,Feedback,Compliant,Premium,Closed,Case about Laptops,Russia,Chatbot,Health Care
0012w00000LRfqbAAD,Low,2020-03-01,89,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Laptops,Canada,Call center Agent,Manufacturing
0012w00000LRfqcAAD,Medium,2020-03-02,92,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,Israel,Onsite Agent,Consumer Goods
0012w00000LRfqdAAD,Low,2020-03-03,79,Phone,Breakdown,Compliant,Basic,Closed,Case about Laptops,Australia,Self,Health Care
0012w00000LRfqeAAD,High,2020-03-04,75,Phone,Other,Compliant,Premium,Closed,Case about Laptops,Austria,Knowledge Portal,Entertainment
0012w00000LRfqfAAD,Low,2020-03-05,79,Chat,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Belarus,Chatbot,Computer Software
0012w00000LRfqgAAD,Low,2020-03-06,36,Web,Equipment Design,Compliant,Basic,Closed,Case about Laptops,Brazil,Call center Agent,Construction
0012w00000LRfqhAAD,Medium,2020-03-07,75,Phone,Performance,Compliant,Basic,Closed,Case about Laptops,Belgium,Onsite Agent,Health Care
0012w00000LRfqiAAD,Low,2020-03-08,83,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,China,Self,Manufacturing
0012w00000LRfl7AAD,Medium,2020-03-09,89,Web,Performance,Compliant,Basic,Closed,Case about Laptops,United Arab Emirates,Knowledge Portal,Consumer Goods
0012w00000LRfl8AAD,Low,2020-03-10,24,Web,Equipment Complexity,Compliant,Premium,Closed,Case about Laptops,United States of America,Chatbot,Travel
0012w00000LRfl9AAD,Low,2020-03-11,40,Phone,Performance,Compliant,Basic,Closed,Case about Laptops,India,Call center Agent,Entertainment
0012w00000LRflAAAT,Medium,2020-03-12,88,Chat,Other,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Onsite Agent,Computer Software
0012w00000LRflBAAT,Medium,2020-03-13,38,Email,Installation,Compliant,Basic,Closed,Case about Laptops,Russia,Self,Construction
0012w00000LRflCAAT,Low,2020-03-14,63,Email,Equipment Design,Compliant,Premium,On Hold,Case about Laptops,Canada,Knowledge Portal,Health Care
0012w00000LRflDAAT,Low,2020-03-15,78,Phone,Breakdown,Compliant,Basic,Working,Case about Laptops,Israel,Chatbot,Manufacturing
0012w00000LRflEAAT,Low,2020-03-16,80,Chat,Breakdown,Compliant,Basic,Closed,Case about Laptops,Australia,Call center Agent,Consumer Goods
0012w00000LRflFAAT,Low,2020-03-17,65,Web,Breakdown,Compliant,Basic,Working,Case about Laptops,Austria,Onsite Agent,Health Care
0012w00000LRflGAAT,Low,2020-03-18,35,Web,Feedback,Compliant,Basic,Attention,Case about Laptops,Belarus,Self,Entertainment
0012w00000LRflHAAT,Low,2020-03-19,50,Phone,Other,Compliant,Basic,Working,Case about Laptops,Brazil,Knowledge Portal,Computer Software
0012w00000LRflIAAT,Low,2020-03-20,38,Web,Other,Compliant,Basic,Working,Case about Laptops,Belgium,Chatbot,Construction
0012w00000LRflJAAT,Low,2020-03-21,85,Phone,Other,Compliant,Basic,Waiting on Customer,Case about Laptops,China,Call center Agent,Health Care
0012w00000LRflKAAT,Low,2020-03-22,70,Phone,Installation,Compliant,Premium,Closed,Case about Laptops,United Arab Emirates,Onsite Agent,Manufacturing
0012w00000LRflLAAT,Medium,2020-03-23,61,Phone,Installation,Compliant,Basic,Attention,Case about Laptops,United States of America,Self,Consumer Goods
0012w00000LRflMAAT,Low,2020-03-24,86,Chat,Equipment Complexity,Compliant,Basic,Working,Case about Laptops,India,Knowledge Portal,Health Care
0012w00000LRflNAAT,Low,2020-03-25,35,Chat,Performance,Compliant,Premium,Working,Case about Laptops,The United Kingdom,Chatbot,Computer Software
0012w00000LRflOAAT,Low,2020-03-26,35,Web,Breakdown,Compliant,Basic,Working,Case about Laptops,Russia,Call center Agent,Computer Software
0012w00000LRflPAAT,Low,2020-03-27,35,Email,Other,Compliant,Basic,On Hold,Case about Laptops,Canada,Onsite Agent,Computer Software
0012w00000LRflQAAT,Low,2020-03-28,94,Web,Other,Compliant,Basic,Working,Case about Laptops,Israel,Self,Health Care
0012w00000LRflRAAT,High,2020-03-29,68,Web,Feedback,Compliant,Basic,Working,Case about Laptops,Australia,Knowledge Portal,Manufacturing
0012w00000LRflSAAT,Low,2020-03-30,38,Web,Breakdown,Open Violation,Basic,Working,Case about Laptops,Austria,Chatbot,Consumer Goods
0012w00000LRflTAAT,Medium,2020-03-31,28,Phone,Breakdown,Compliant,Basic,Working,Case about Laptops,Belarus,Call center Agent,Travel
0012w00000LRfqjAAD,Medium,2020-04-01,85,Web,Equipment Design,Compliant,Basic,On Hold,Case about Laptops,Brazil,Onsite Agent,Health Care
0012w00000LRfqkAAD,Low,2020-04-02,25,Web,Equipment Design,Open Violation,Basic,Closed,Case about Laptops,Belgium,Self,Computer Software
0012w00000LRfqlAAD,Medium,2020-04-03,32,Web,Breakdown,Compliant,Basic,Closed,Case about Laptops,China,Knowledge Portal,Construction
0012w00000LRfqmAAD,Low,2020-04-04,77,Phone,Equipment Design,Compliant,Premium,Closed,Case about Laptops,United Arab Emirates,Chatbot,Health Care
0012w00000LRfqnAAD,Low,2020-04-05,44,Email,Equipment Complexity,Compliant,Premium,Closed,Case about Laptops,United States of America,Call center Agent,Manufacturing
0012w00000LRfqoAAD,Medium,2020-04-06,26,Phone,Feedback,Compliant,Premium,Closed,Case about Laptops,India,Onsite Agent,Consumer Goods
0012w00000LRfqpAAD,Low,2020-04-07,91,Email,Other,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Self,Health Care
0012w00000LRfqqAAD,Low,2020-04-08,28,Phone,Performance,Open Violation,Basic,Closed,Case about Laptops,Russia,Knowledge Portal,Entertainment
0012w00000LRfqrAAD,Medium,2020-04-09,99,Email,Breakdown,Compliant,Basic,Closed,Case about Laptops,Canada,Chatbot,Computer Software
0012w00000LRfqsAAD,Low,2020-04-10,108,Web,Feedback,Compliant,Premium,Closed,Case about Laptops,Israel,Call center Agent,Computer Software
0012w00000LRfqtAAD,Low,2020-04-11,105,Chat,Feedback,Compliant,Basic,Closed,Case about Laptops,Australia,Onsite Agent,Health Care
0012w00000LRfquAAD,Medium,2020-04-12,28,Web,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Austria,Self,Manufacturing
0012w00000LRfqvAAD,Low,2020-04-13,33,Email,Other,Compliant,Premium,Closed,Case about Laptops,Belarus,Knowledge Portal,Consumer Goods
0012w00000LRfqwAAD,Low,2020-04-14,104,Email,Other,Compliant,Basic,Closed,Case about Laptops,Brazil,Chatbot,Health Care
0012w00000LRfqxAAD,Medium,2020-04-15,85,Email,Installation,Compliant,Premium,Closed,Case about Laptops,Belgium,Call center Agent,Computer Software
0012w00000LRfqyAAD,Medium,2020-04-16,76,Phone,Installation,Compliant,Basic,Closed,Case about Laptops,China,Onsite Agent,Computer Software
0012w00000LRfqzAAD,Low,2020-04-17,113,Chat,Equipment Design,Compliant,Premium,Closed,Case about Laptops,United Arab Emirates,Self,Health Care
0012w00000LRfr0AAD,Medium,2020-04-18,83,Chat,Installation,Open Violation,Basic,Closed,Case about Laptops,United States of America,Knowledge Portal,Health Care
0012w00000LRfr1AAD,Medium,2020-04-19,102,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Laptops,India,Chatbot,Computer Software
0012w00000LRfr2AAD,Medium,2020-04-20,30,Chat,Installation,Compliant,Premium,Closed,Case about Laptops,The United Kingdom,Call center Agent,Consumer Goods
0012w00000LRfr3AAD,Low,2020-04-21,79,Chat,Feedback,Compliant,Basic,Closed,Case about Laptops,Russia,Onsite Agent,Health Care
0012w00000LRfr4AAD,Low,2020-04-22,96,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,Canada,Self,Health Care
0012w00000LRfr5AAD,Low,2020-04-23,90,Phone,Breakdown,Compliant,Basic,Closed,Case about Laptops,Israel,Knowledge Portal,Computer Software
0012w00000LRfr6AAD,Low,2020-04-24,106,Web,Installation,Compliant,Premium,Closed,Case about Laptops,Australia,Chatbot,Health Care
0012w00000LRfg2AAD,Low,2020-04-25,89,Web,Equipment Design,Compliant,Premium,Closed,Case about Laptops,Austria,Call center Agent,Health Care
0012w00000LRfg3AAD,Low,2020-04-26,33,Email,Installation,Compliant,Basic,Closed,Case about Laptops,Belarus,Onsite Agent,Manufacturing
0012w00000LRfg4AAD,Low,2020-04-27,29,Web,Other,Compliant,Basic,Closed,Case about Laptops,Brazil,Self,Consumer Goods
0012w00000LRfg5AAD,Low,2020-04-28,105,Phone,Installation,Compliant,Basic,Closed,Case about Laptops,Belgium,Knowledge Portal,Health Care
0012w00000LRfg6AAD,Low,2020-04-29,93,Web,Performance,Open Violation,Basic,Closed,Case about Laptops,China,Chatbot,Computer Software
0012w00000LRfg7AAD,Low,2020-04-30,108,Phone,Performance,Open Violation,Premium,Closed,Case about Laptops,United Arab Emirates,Call center Agent,Computer Software
0012w00000LRfg8AAD,Low,2020-05-01,28,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Laptops,United States of America,Onsite Agent,Construction
0012w00000LRfg9AAD,Low,2020-05-02,102,Web,Installation,Compliant,Premium,Closed,Case about Laptops,India,Self,Health Care
0012w00000LRfgAAAT,Medium,2020-05-03,85,Email,Other,Compliant,Basic,Closed,Case about Laptops,The United Kingdom,Knowledge Portal,Computer Software
