AnlyTxHack__ExternalAccountId__c,Amount,CloseDate,AnlyTxHack__Company_Size__c,AnlyTxHack__Industry_Type__c,LeadSource,Name,AnlyTxHack__Opportunity_Source__c,AnlyTxHack__Region__c,StageName,Type,AnlyTxHack__Country__c
0012w00000Lz0W5AAJ,7425,22-02-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Flores1296,Marketing,APAC,Closed Won,Existing Business,United Arab Emirates
0012w00000Lz0jdAAB,198000,23-02-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Baldwin1297,Marketing,APAC,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0WNAAZ,480891,24-02-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Clark1301,Marketing,EMEA,Closed Lost,New Business / Add-on,India
0012w00000Lz0XUAAZ,3990000,25-02-2020 00:00,0-25,Human Resource,Partner,Opportunity for Frank1303,AE,NAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0e7AAB,736250,13-09-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Ramirez671,AE,NAM,Closed Won,Existing Business,Russia
0012w00000Lz0hKAAR,3251640,14-09-2020 00:00,26-200,Manufacturing,Employee Referral,Opportunity for Brown672,BDR,EMEA,Value Proposition,Existing Business,Canada
0012w00000Lz0VVAAZ,605000,06-09-2020 00:00,Over 201,Computer Software,Word of mouth,Opportunity for Waters780,AE,EMEA,Closed Won,Existing Business,United States of America
0012w00000Lz0YwAAJ,115290,07-09-2020 00:00,26-200,Entertainment,Advertisement,Opportunity for Robbins1143,Marketing,LATAM,Closed Lost,New Business,India
0012w00000Lz0TvAAJ,458680,08-09-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Smith1145,AE,EMEA,Needs Analysis,New Business,The United Kingdom
0012w00000Lz0e5AAB,397710,09-09-2020 00:00,26-200,Computer Software,Word of mouth,Opportunity for Beck1148,AE,EMEA,Closed Won,New Business / Add-on,Russia
0012w00000Lz0gvAAB,5166200,10-09-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Santos1154,Alliances,APAC,Needs Analysis,New Business,Canada
0012w00000Lz0fUAAR,789160,11-09-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Lewis1160,Marketing,LATAM,Closed Lost,New Business / Add-on,Israel
0012w00000Lz0ZAAAZ,51480,12-09-2020 00:00,Over 201,Entertainment,Web,Opportunity for Allen1162,Alliances,LATAM,Closed Won,Existing Business,Australia
0012w00000Lz0ZmAAJ,2124300,14-09-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Campbell1166,Marketing,APAC,Perception Analysis,New Business / Add-on,Austria
0012w00000Lz0cCAAR,1405500,15-09-2020 00:00,Over 201,Consumer Goods,Word of mouth,Opportunity for Gill1167,Marketing,NAM,Closed Won,New Business,Belarus
0012w00000Lz0jRAAR,3173450,03-06-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Perkins1263,AE,LATAM,Closed Won,Existing Business,Brazil
0012w00000Lz0hEAAR,276000,04-06-2020 00:00,Over 201,Travel,Public Relations,Opportunity for Guerrero1271,BDR,APAC,Closed Lost,New Business / Add-on,Belgium
0012w00000Lz0cRAAR,313425,05-06-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Malone1276,AE,LATAM,Prospecting,New Business / Add-on,China
0012w00000Lz0eHAAR,389120,06-06-2020 00:00,26-200,Manufacturing,Web,Opportunity for Patton1278,AE,EMEA,Closed Won,New Business,United Arab Emirates
0012w00000Lz0VvAAJ,1241600,07-06-2020 00:00,0-25,Manufacturing,Web,Opportunity for Chandler1281,AE,EMEA,Closed Won,New Business,United States of America
0012w00000Lz0fjAAB,5280,08-06-2020 00:00,Over 201,Human Resource,Partner,Opportunity for Bradley1628,BDR,NAM,Closed Won,New Business / Add-on,India
0012w00000Lz0X8AAJ,3145700,09-06-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Marsh1634,BDR,LATAM,Needs Analysis,New Business,The United Kingdom
0012w00000Lz0WnAAJ,1668500,10-06-2020 00:00,0-25,Entertainment,Trade Show,Opportunity for Jacobs1642,AE,LATAM,Value Proposition,Existing Business,Russia
0012w00000Lz0eNAAR,157900,11-06-2020 00:00,Over 201,Human Resource,Trade Show,Opportunity for Baker1644,AE,NAM,Perception Analysis,New Business,Canada
0012w00000Lz0cPAAR,624510,12-06-2020 00:00,0-25,Construction,Partner,Opportunity for Austin1650,Marketing,APAC,Value Proposition,New Business / Add-on,Israel
0012w00000Lz0ZAAAZ,3168250,13-06-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Wright1651,BDR,LATAM,Qualification,New Business,Australia
0012w00000Lz0arAAB,605000,14-06-2020 00:00,0-25,Entertainment,Partner,Opportunity for McKenzie1652,AE,LATAM,Negotiation/Review,New Business,Austria
0012w00000Lz0Y5AAJ,115290,15-06-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Newton532,Marketing,APAC,Qualification,New Business / Add-on,Belarus
0012w00000Lz0hQAAR,458680,16-06-2020 00:00,Over 201,Human Resource,Advertisement,Opportunity for Schwartz533,AE,NAM,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0jSAAR,397710,17-06-2020 00:00,26-200,Human Resource,Employee Referral,Opportunity for Hunter534,AE,NAM,Prospecting,Existing Business,Belgium
0012w00000Lz0fyAAB,5166200,18-06-2020 00:00,26-200,Manufacturing,Employee Referral,Opportunity for Newman536,Alliances,EMEA,Closed Won,New Business,China
0012w00000Lz0emAAB,789160,19-06-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Tate537,Marketing,APAC,Closed Won,New Business,United Arab Emirates
0012w00000Lz0ftAAB,2022400,21-06-2020 00:00,0-25,Computer Software,Trade Show,Opportunity for Bryant543,BDR,EMEA,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0eoAAB,1405500,23-06-2020 00:00,26-200,Entertainment,Advertisement,Opportunity for Mack545,Marketing,LATAM,Closed Won,New Business,India
0012w00000Lz0YmAAJ,329425,24-06-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Watkins896,Marketing,EMEA,Closed Won,New Business,The United Kingdom
0012w00000Lz0iLAAR,1314400,25-06-2020 00:00,26-200,Manufacturing,Partner,Opportunity for Bridges897,BDR,EMEA,Closed Won,Existing Business,Russia
0012w00000Lz0ceAAB,296805,26-06-2020 00:00,Over 201,Consumer Goods,Word of mouth,Opportunity for Powell899,AE,NAM,Closed Won,New Business,Canada
0012w00000Lz0dCAAR,2288250,27-06-2020 00:00,26-200,Construction,Trade Show,Opportunity for Wilkerson900,Marketing,APAC,Closed Lost,New Business,Israel
0012w00000Lz0fzAAB,128265,30-06-2020 00:00,0-25,Travel,Trade Show,Opportunity for Doyle904,BDR,APAC,Value Proposition,New Business,Australia
0012w00000Lz0duAAB,79550,01-07-2020 00:00,Over 201,Entertainment,Web,Opportunity for Williamson906,Marketing,LATAM,Closed Won,New Business / Add-on,Austria
0012w00000Lz0a9AAB,3513380,02-07-2020 00:00,Over 201,Construction,Word of mouth,Opportunity for Black908,BDR,APAC,Closed Lost,New Business,Belarus
0012w00000Lz0XLAAZ,3555960,03-07-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Brady910,AE,NAM,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0axAAB,1755000,14-03-2020 00:00,0-25,Consumer Goods,Advertisement,Opportunity for Page927,BDR,NAM,Prospecting,Existing Business,China
0012w00000Lz0clAAB,431073,15-03-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Hicks930,AE,NAM,Closed Won,New Business / Add-on,United Arab Emirates
0012w00000Lz0fkAAB,274656,16-03-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Farmer932,Marketing,EMEA,Closed Won,New Business,United States of America
0012w00000Lz0gvAAB,3709600,21-04-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Santos1154,BDR,APAC,Needs Analysis,New Business,India
0012w00000Lz0fUAAR,3207480,22-04-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Lewis1160,BDR,LATAM,Closed Lost,New Business / Add-on,The United Kingdom
0012w00000Lz0ZAAAZ,55530,23-04-2020 00:00,Over 201,Entertainment,Web,Opportunity for Allen1162,BDR,LATAM,Closed Won,Existing Business,Russia
0012w00000Lz0ZmAAJ,2477275,25-04-2020 00:00,26-200,Travel,Employee Referral,Opportunity for Campbell1166,BDR,APAC,Perception Analysis,New Business / Add-on,Canada
0012w00000Lz0cCAAR,2336600,26-04-2020 00:00,Over 201,Consumer Goods,Word of mouth,Opportunity for Gill1167,Marketing,NAM,Closed Won,New Business,Israel
0012w00000Lz0eWAAR,326160,27-04-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Gross1521,Marketing,APAC,Closed Lost,New Business / Add-on,Australia
0012w00000Lz0XwAAJ,3055100,28-04-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Martinez1527,Marketing,NAM,Closed Lost,New Business,Austria
0012w00000Lz0igAAB,1132600,01-05-2020 00:00,26-200,Manufacturing,Employee Referral,Opportunity for Peterson1536,AE,EMEA,Closed Won,New Business,Belarus
0012w00000Lz0bBAAR,286073,02-05-2020 00:00,26-200,Consumer Goods,Partner,Opportunity for Simon1538,Marketing,NAM,Closed Won,New Business,Brazil
0012w00000Lz0YrAAJ,2386625,03-05-2020 00:00,26-200,Manufacturing,Web,Opportunity for Glover1542,Marketing,EMEA,Negotiation/Review,New Business,Belgium
0012w00000Lz0hXAAR,632960,05-05-2020 00:00,0-25,Human Resource,Employee Referral,Opportunity for Stevenson1907,BDR,NAM,Closed Lost,New Business / Add-on,China
0012w00000Lz0bCAAR,234750,06-05-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Aguilar1908,BDR,LATAM,Closed Won,Existing Business,United Arab Emirates
0012w00000Lz0bUAAR,2721300,07-05-2020 00:00,Over 201,Computer Software,Web,Opportunity for Anderson1911,AE,EMEA,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0i3AAB,1238650,08-05-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Chandler1913,Marketing,APAC,Closed Won,New Business / Add-on,India
0012w00000Lz0eTAAR,913240,09-05-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Walsh1918,BDR,LATAM,Closed Won,New Business / Add-on,The United Kingdom
0012w00000Lz0ebAAB,3072000,10-05-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Gordon1919,AE,NAM,Closed Lost,New Business,Russia
0012w00000Lz0e9AAB,3498250,11-05-2020 00:00,0-25,Human Resource,Partner,Opportunity for White1920,BDR,NAM,Closed Won,New Business,Canada
0012w00000Lz0e0AAB,551580,12-05-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Powers1925,Alliances,NAM,Closed Won,New Business / Add-on,Israel
0012w00000Lz0XvAAJ,358100,13-05-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Lloyd424,Marketing,LATAM,Closed Lost,New Business,Australia
0012w00000Lz0iSAAR,1316850,14-05-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Reyes426,Marketing,EMEA,Closed Won,New Business,Austria
0012w00000Lz0jMAAR,3537660,16-05-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Guerrero433,AE,EMEA,Closed Won,New Business,Belarus
0012w00000Lz0fSAAR,340500,17-05-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Ramos435,Marketing,APAC,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0emAAB,94283,19-05-2020 00:00,Over 201,Construction,Partner,Opportunity for Estrada781,Marketing,APAC,Closed Won,New Business,Belgium
0012w00000Lz0VgAAJ,2449675,20-05-2020 00:00,Over 201,Human Resource,Public Relations,Opportunity for Moody784,Alliances,NAM,Closed Won,New Business,China
0012w00000Lz0X9AAJ,1355700,22-05-2020 00:00,Over 201,Human Resource,Advertisement,Opportunity for Phillips797,BDR,NAM,Value Proposition,New Business,United Arab Emirates
0012w00000Lz0azAAB,1418640,24-05-2020 00:00,26-200,Human Resource,Partner,Opportunity for Beck799,AE,NAM,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0dAAAR,237283,25-05-2020 00:00,Over 201,Travel,Seminar - Internal,Opportunity for Sullivan800,Marketing,APAC,Closed Won,New Business,India
0012w00000Lz0XgAAJ,70680,26-05-2020 00:00,0-25,Consumer Goods,Advertisement,Opportunity for George802,Marketing,NAM,Closed Won,Existing Business,The United Kingdom
0012w00000Lz0doAAB,107040,28-05-2020 00:00,Over 201,Human Resource,Trade Show,Opportunity for Osborne1170,Alliances,NAM,Closed Won,New Business / Add-on,Russia
0012w00000Lz0ZEAAZ,1640210,29-05-2020 00:00,0-25,Computer Software,Advertisement,Opportunity for Rhodes1171,BDR,EMEA,Closed Lost,New Business / Add-on,Canada
0012w00000Lz0Y1AAJ,2135800,30-05-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Knight1172,Marketing,NAM,Closed Lost,New Business,Israel
0012w00000Lz0XhAAJ,452200,31-05-2020 00:00,26-200,Entertainment,Partner,Opportunity for Carson1177,Marketing,LATAM,Closed Lost,New Business / Add-on,Australia
0012w00000Lz0V3AAJ,538820,01-06-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Padilla1183,BDR,EMEA,Negotiation/Review,New Business,Austria
0012w00000Lz0eCAAR,137400,02-06-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for Abbott1184,BDR,EMEA,Closed Lost,Existing Business,Belarus
0012w00000Lz0brAAB,119967,26-02-2020 00:00,Over 201,Consumer Goods,Seminar - Internal,Opportunity for Baker1304,BDR,NAM,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0cnAAB,2008900,27-02-2020 00:00,0-25,Human Resource,Partner,Opportunity for Santos1305,BDR,NAM,Closed Lost,New Business,Belgium
0012w00000Lz0VCAAZ,1728950,28-02-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Nguyen1657,Marketing,NAM,Closed Won,New Business,China
0012w00000Lz0UBAAZ,127600,29-02-2020 00:00,0-25,Consumer Goods,Seminar - Internal,Opportunity for Jackson1662,AE,NAM,Closed Won,New Business,United Arab Emirates
0012w00000Lz0jGAAR,171660,01-03-2020 00:00,26-200,Travel,Advertisement,Opportunity for Henry1665,Marketing,APAC,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0fGAAR,1052275,03-03-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Ramsey1673,Marketing,LATAM,Needs Analysis,New Business,India
0012w00000Lz0dJAAR,645700,04-03-2020 00:00,26-200,Construction,Seminar - Internal,Opportunity for Taylor1674,AE,APAC,Qualification,New Business,The United Kingdom
0012w00000Lz0XmAAJ,905000,05-03-2020 00:00,26-200,Construction,Web,Opportunity for Johnston1675,BDR,APAC,Closed Won,New Business / Add-on,Russia
0012w00000Lz0fmAAB,1598060,06-03-2020 00:00,26-200,Computer Software,Advertisement,Opportunity for Clayton1676,AE,EMEA,Value Proposition,New Business,Canada
0012w00000Lz0deAAB,114000,07-03-2020 00:00,26-200,Construction,Word of mouth,Opportunity for Chavez552,Marketing,APAC,Closed Won,New Business,Israel
0012w00000Lz0YnAAJ,3609320,08-03-2020 00:00,Over 201,Construction,Word of mouth,Opportunity for Perry553,Marketing,APAC,Closed Won,New Business,Australia
0012w00000Lz0aKAAR,491550,09-03-2020 00:00,Over 201,Manufacturing,Partner,Opportunity for Stokes556,BDR,EMEA,Closed Won,New Business,Austria
0012w00000Lz0csAAB,24536,10-03-2020 00:00,26-200,Consumer Goods,Seminar - Internal,Opportunity for Franklin560,BDR,NAM,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0dtAAB,345554,12-03-2020 00:00,26-200,Consumer Goods,Trade Show,Opportunity for Floyd923,BDR,NAM,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0VdAAJ,2942705,17-03-2020 00:00,0-25,Construction,Partner,Opportunity for Burton933,Marketing,APAC,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0dUAAR,520500,18-03-2020 00:00,0-25,Manufacturing,Word of mouth,Opportunity for Mack935,AE,EMEA,Closed Won,New Business,China
0012w00000Lz0iOAAR,2182350,19-03-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Jefferson936,Alliances,APAC,Closed Won,New Business,United Arab Emirates
0012w00000Lz0XvAAJ,82925,20-03-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Wong939,AE,LATAM,Closed Won,Existing Business,United States of America
0012w00000Lz0YnAAJ,193500,21-03-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Cruz1306,Alliances,APAC,Closed Won,New Business / Add-on,India
0012w00000Lz0ZvAAJ,23642,23-03-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Pittman1309,AE,APAC,Closed Won,Existing Business,The United Kingdom
0012w00000Lz0VWAAZ,577250,25-03-2020 00:00,26-200,Construction,Employee Referral,Opportunity for Patterson1324,Marketing,APAC,Closed Won,New Business / Add-on,Russia
0012w00000Lz0jfAAB,786875,27-03-2020 00:00,0-25,Entertainment,Advertisement,Opportunity for Flores1679,AE,LATAM,Closed Lost,New Business / Add-on,Canada
0012w00000Lz0ZCAAZ,1540000,28-03-2020 00:00,26-200,Manufacturing,Web,Opportunity for Steele1680,AE,EMEA,Negotiation/Review,Existing Business,Israel
0012w00000Lz0fiAAB,1241390,29-03-2020 00:00,26-200,Entertainment,Partner,Opportunity for Long1689,BDR,LATAM,Closed Lost,Existing Business,Australia
0012w00000Lz0f2AAB,125340,31-03-2020 00:00,0-25,Entertainment,Partner,Opportunity for Figueroa1695,Marketing,LATAM,Proposal/Price Quote,New Business,Austria
0012w00000Lz0WjAAJ,2049800,01-04-2020 00:00,26-200,Travel,Partner,Opportunity for Watkins1701,Marketing,APAC,Value Proposition,New Business,Belarus
0012w00000Lz0b1AAB,48440,03-04-2020 00:00,Over 201,Travel,Word of mouth,Opportunity for Schneider564,AE,APAC,Prospecting,New Business / Add-on,Brazil
0012w00000Lz0hOAAR,122200,04-04-2020 00:00,Over 201,Consumer Goods,Trade Show,Opportunity for Reese570,AE,NAM,Negotiation/Review,New Business,Belgium
0012w00000Lz0hBAAR,2807700,06-04-2020 00:00,26-200,Entertainment,Employee Referral,Opportunity for Watson580,Alliances,LATAM,Closed Won,New Business / Add-on,China
0012w00000Lz0WuAAJ,2276590,07-04-2020 00:00,0-25,Entertainment,Word of mouth,Opportunity for Carr581,BDR,LATAM,Closed Won,New Business,United Arab Emirates
0012w00000Lz0iOAAR,328949,08-04-2020 00:00,Over 201,Construction,Partner,Opportunity for Butler582,Marketing,APAC,Closed Lost,New Business,United States of America
0012w00000Lz0huAAB,3163400,09-04-2020 00:00,26-200,Travel,Public Relations,Opportunity for Johnston583,BDR,APAC,Closed Lost,New Business,India
0012w00000Lz0h6AAB,163800,11-04-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Davis947,AE,EMEA,Negotiation/Review,Existing Business,The United Kingdom
0012w00000Lz0U4AAJ,1261290,12-04-2020 00:00,Over 201,Consumer Goods,Seminar - Internal,Opportunity for Stokes949,BDR,NAM,Closed Won,Existing Business,Russia
0012w00000Lz0fEAAR,193757,13-04-2020 00:00,0-25,Construction,Partner,Opportunity for Bryant952,BDR,APAC,Closed Won,New Business / Add-on,Canada
0012w00000Lz0ieAAB,1885475,14-04-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Salazar953,BDR,LATAM,Needs Analysis,New Business,Israel
0012w00000Lz0cRAAR,2628850,15-04-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Alexander954,AE,LATAM,Closed Won,Existing Business,Australia
0012w00000Lz0UkAAJ,165920,17-04-2020 00:00,26-200,Consumer Goods,Trade Show,Opportunity for Estrada957,Marketing,NAM,Closed Won,New Business,Austria
0012w00000Lz0f0AAB,1628800,18-04-2020 00:00,26-200,Construction,Partner,Opportunity for Rodriquez958,AE,APAC,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0jPAAR,2058100,20-04-2020 00:00,Over 201,Construction,Public Relations,Opportunity for McBride960,Marketing,APAC,Closed Won,New Business,Brazil
0012w00000Lz0ZzAAJ,2113750,23-04-2020 00:00,0-25,Manufacturing,Web,Opportunity for Wade966,BDR,EMEA,Closed Lost,New Business,Belgium
0012w00000Lz0ckAAB,93733,24-04-2020 00:00,Over 201,Construction,Partner,Opportunity for Luna1331,Marketing,APAC,Closed Won,New Business,China
0012w00000Lz0YiAAJ,66246,25-04-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Malone1334,Alliances,LATAM,Closed Won,New Business / Add-on,United Arab Emirates
0012w00000Lz0ZeAAJ,2016250,26-04-2020 00:00,Over 201,Manufacturing,Word of mouth,Opportunity for Sharp1336,BDR,EMEA,Proposal/Price Quote,New Business,United States of America
0012w00000Lz0VKAAZ,261400,27-04-2020 00:00,26-200,Entertainment,Employee Referral,Opportunity for Shaw1337,AE,LATAM,Closed Won,New Business,India
0012w00000Lz0eKAAR,2728890,15-09-2020 00:00,Over 201,Construction,Web,Opportunity for Barton675,AE,APAC,Closed Lost,New Business / Add-on,Israel
0012w00000Lz0bQAAR,430330,16-09-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Duncan681,Marketing,LATAM,Closed Won,New Business,Australia
0012w00000Lz0i3AAB,2684465,17-09-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Manning1045,Alliances,APAC,Closed Won,New Business / Add-on,Austria
0012w00000Lz0VBAAZ,105210,18-09-2020 00:00,26-200,Construction,Web,Opportunity for Colon1047,Marketing,APAC,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0jhAAB,16843,20-09-2020 00:00,26-200,Manufacturing,Partner,Opportunity for Vega1066,Marketing,EMEA,Value Proposition,New Business / Add-on,Brazil
0012w00000Lz0cOAAR,680,21-09-2020 00:00,Over 201,Computer Software,Public Relations,Opportunity for Owen1424,Alliances,EMEA,Closed Won,New Business,Belgium
0012w00000Lz0YNAAZ,1224345,22-09-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Love1426,BDR,LATAM,Perception Analysis,New Business,China
0012w00000Lz0izAAB,201572,23-09-2020 00:00,0-25,Entertainment,Trade Show,Opportunity for Flowers1427,Alliances,LATAM,Closed Won,New Business / Add-on,United Arab Emirates
0012w00000Lz0avAAB,386375,24-09-2020 00:00,Over 201,Computer Software,Partner,Opportunity for Hoffman1430,BDR,EMEA,Closed Lost,Existing Business,United States of America
0012w00000Lz0ZrAAJ,2649820,25-09-2020 00:00,Over 201,Human Resource,Trade Show,Opportunity for Keller1431,AE,NAM,Needs Analysis,New Business,India
0012w00000Lz0dMAAR,1979000,26-09-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Allison1432,Alliances,NAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0W5AAJ,1183700,27-09-2020 00:00,Over 201,Construction,Web,Opportunity for Dixon1438,AE,APAC,Needs Analysis,New Business,Russia
0012w00000Lz0WBAAZ,2894390,28-09-2020 00:00,Over 201,Computer Software,Partner,Opportunity for Chandler1439,Alliances,EMEA,Closed Lost,Existing Business,Canada
0012w00000Lz0jSAAR,1224345,29-02-2020 00:00,26-200,Human Resource,Employee Referral,Opportunity for McBride299,BDR,NAM,Closed Lost,New Business,The United Kingdom
0012w00000Lz0X3AAJ,386375,02-03-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for Cross303,BDR,EMEA,Closed Won,New Business,Russia
0012w00000Lz0XaAAJ,2649820,03-03-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Figueroa377,AE,LATAM,Closed Won,New Business / Add-on,Canada
0012w00000Lz0XLAAZ,1183700,05-03-2020 00:00,Over 201,Consumer Goods,Employee Referral,Opportunity for May386,AE,NAM,Closed Won,New Business,Israel
0012w00000Lz0hPAAR,2894390,06-03-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Hart387,Alliances,LATAM,Closed Won,New Business / Add-on,Australia
0012w00000Lz0bAAAR,1471800,07-03-2020 00:00,0-25,Construction,Partner,Opportunity for Perry395,Marketing,APAC,Needs Analysis,New Business,Austria
0012w00000Lz0Z5AAJ,209955,08-03-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Nunez399,AE,EMEA,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0dQAAR,1648300,09-03-2020 00:00,Over 201,Construction,Partner,Opportunity for Goodwin400,Marketing,APAC,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0eWAAR,329425,16-09-2020 00:00,Over 201,Travel,Employee Referral,Opportunity for Gross1521,Marketing,APAC,Closed Lost,New Business / Add-on,Israel
0012w00000Lz0XwAAJ,32400,17-09-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Martinez1527,Alliances,NAM,Closed Lost,New Business,Australia
0012w00000Lz0igAAB,1249000,20-09-2020 00:00,26-200,Manufacturing,Employee Referral,Opportunity for Peterson1536,Marketing,EMEA,Closed Won,New Business,Austria
0012w00000Lz0bBAAR,754640,21-09-2020 00:00,26-200,Consumer Goods,Partner,Opportunity for Simon1538,AE,NAM,Closed Won,New Business,Belarus
0012w00000Lz0YrAAJ,243450,22-09-2020 00:00,26-200,Manufacturing,Web,Opportunity for Glover1542,AE,EMEA,Negotiation/Review,New Business,Brazil
0012w00000Lz0hXAAR,4212140,24-09-2020 00:00,0-25,Human Resource,Employee Referral,Opportunity for Stevenson1907,Marketing,NAM,Closed Lost,New Business / Add-on,Belgium
0012w00000Lz0bCAAR,2305550,25-09-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Aguilar1908,BDR,LATAM,Closed Won,Existing Business,China
0012w00000Lz0bUAAR,2660660,26-09-2020 00:00,Over 201,Computer Software,Web,Opportunity for Anderson1911,AE,EMEA,Closed Lost,New Business / Add-on,United Arab Emirates
0012w00000Lz0i3AAB,309938,27-09-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Chandler1913,Marketing,APAC,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0eTAAR,1589440,28-09-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Walsh1918,AE,LATAM,Closed Won,New Business / Add-on,India
0012w00000Lz0ebAAB,2868400,29-09-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Gordon1919,AE,NAM,Closed Lost,New Business,The United Kingdom
0012w00000Lz0e9AAB,1879190,30-09-2020 00:00,0-25,Human Resource,Partner,Opportunity for White1920,Marketing,NAM,Closed Won,New Business,Russia
0012w00000Lz0e0AAB,206640,01-10-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Powers1925,Marketing,NAM,Closed Won,New Business / Add-on,Canada
0012w00000Lz0XvAAJ,2664105,02-10-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Lloyd424,Marketing,LATAM,Closed Lost,New Business,Israel
0012w00000Lz0iSAAR,1518190,03-10-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Reyes426,AE,EMEA,Closed Won,New Business,Australia
0012w00000Lz0jMAAR,179225,05-10-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Guerrero433,Marketing,EMEA,Closed Won,New Business,Austria
0012w00000Lz0fSAAR,22240,06-10-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Ramos435,Alliances,APAC,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0emAAB,657600,08-10-2020 00:00,Over 201,Construction,Partner,Opportunity for Estrada781,AE,APAC,Closed Won,New Business,Brazil
0012w00000Lz0VgAAJ,637520,01-01-2020 00:00,Over 201,Human Resource,Public Relations,Opportunity for Moody784,BDR,NAM,Closed Won,New Business,Belgium
