AnlyTxHack__Date_Reported__c,AnlyTxHack__Country_Code__c,AnlyTxHack__Country__c,AnlyTxHack__New_Cases__c,AnlyTxHack__Cumulative_Cases__c,AnlyTxHack__New_Deaths__c,AnlyTxHack__Cumulative_Deaths__c
2020-09-07,NL,Netherlands,925,74715,2,6234
2020-09-08,NL,Netherlands,797,75512,0,6234
2020-09-09,NL,Netherlands,963,76475,1,6235
2020-09-10,NL,Netherlands,1140,77615,2,6237
2020-09-11,NL,Netherlands,823,78438,3,6240
2020-09-12,NL,Netherlands,1268,79706,3,6243
2020-09-13,NL,Netherlands,1231,80937,1,6244
2020-09-14,NL,Netherlands,1086,82023,1,6245
2020-09-15,NL,Netherlands,1298,83321,2,6247
2020-09-16,NL,Netherlands,1376,84697,2,6249
2020-09-17,NL,Netherlands,1540,86237,2,6251
2020-09-18,NL,Netherlands,1750,87987,6,6257
2020-09-19,NL,Netherlands,1972,89959,7,6264
2020-09-20,NL,Netherlands,1882,91841,2,6266
2020-09-21,NL,Netherlands,1843,93684,4,6270
2020-09-22,NL,Netherlands,2215,95899,2,6272
2020-09-23,NL,Netherlands,2243,98142,10,6282
2020-09-24,NL,Netherlands,2351,100493,5,6287
2020-09-25,NL,Netherlands,2541,103034,16,6303
2020-09-26,NL,Netherlands,2776,105810,16,6319
2020-09-27,NL,Netherlands,2711,108521,38,6357
2020-09-28,NL,Netherlands,2989,111510,8,6365
2020-09-29,NL,Netherlands,2909,114419,6,6371
2020-09-30,NL,Netherlands,3001,117420,13,6384
2020-10-01,NL,Netherlands,3293,120713,13,6397
2020-10-02,NL,Netherlands,3253,123966,13,6410
2020-10-03,NL,Netherlands,3820,127786,9,6419
2020-10-04,NL,Netherlands,3963,131749,21,6440
2020-10-05,NL,Netherlands,4000,135749,5,6445
2020-10-06,NL,Netherlands,4572,140321,7,6452
2020-10-07,NL,Netherlands,4517,144838,21,6473
2020-10-08,NL,Netherlands,4979,149817,36,6509
2020-10-09,NL,Netherlands,5813,155630,13,6522
2020-10-10,NL,Netherlands,5959,161589,13,6535
2020-10-11,NL,Netherlands,6493,168082,23,6558
2020-10-12,NL,Netherlands,6368,174450,17,6575
2020-10-13,NL,Netherlands,6844,181294,12,6587
2020-10-14,NL,Netherlands,7368,188662,35,6622
2020-10-15,NL,Netherlands,7271,195933,32,6654
2020-10-16,NL,Netherlands,7779,203712,29,6683
2020-10-17,NL,Netherlands,7978,211690,16,6699
2020-10-18,NL,Netherlands,8105,219795,29,6728
2020-10-19,NL,Netherlands,8439,228234,23,6751
2020-10-20,NL,Netherlands,7720,235954,8,6759
2020-10-21,NL,Netherlands,8149,244103,45,6804
2020-10-22,NL,Netherlands,8738,252841,59,6863
2020-10-23,NL,Netherlands,9268,262109,46,6909
2020-10-24,NL,Netherlands,9983,272092,45,6954
2020-10-25,NL,Netherlands,8639,280731,55,7009
2020-10-26,NL,Netherlands,10194,290925,27,7036
2020-10-27,NL,Netherlands,10324,301249,26,7062
2020-10-28,NL,Netherlands,10283,311532,70,7132
2020-10-29,NL,Netherlands,8092,319624,60,7192
2020-10-30,NL,Netherlands,10248,329872,56,7248
2020-10-31,NL,Netherlands,11102,340974,87,7335
2020-11-01,NL,Netherlands,9790,350764,50,7385
2020-11-02,NL,Netherlands,8673,359437,39,7424
2020-11-03,NL,Netherlands,8278,367715,29,7453
2020-11-04,NL,Netherlands,7729,375444,113,7566
2020-11-05,NL,Netherlands,7622,383066,106,7672
2020-11-06,NL,Netherlands,6957,390023,87,7759
2020-11-07,NL,Netherlands,7232,397255,118,7877
2020-11-08,NL,Netherlands,6659,403914,73,7950
2020-11-09,NL,Netherlands,5659,409573,44,7994
2020-11-10,NL,Netherlands,4674,414247,39,8033
2020-11-11,NL,Netherlands,4664,418911,98,8131
2020-11-12,NL,Netherlands,5400,424311,74,8205
2020-11-13,NL,Netherlands,5627,429938,89,8294
2020-11-14,NL,Netherlands,6086,436024,53,8347
2020-11-15,NL,Netherlands,5903,441927,85,8432
2020-11-16,NL,Netherlands,5408,447335,43,8475
2020-11-17,NL,Netherlands,4822,452157,44,8519
2020-11-18,NL,Netherlands,4296,456453,85,8604
2020-11-19,NL,Netherlands,4606,461059,82,8686
2020-11-20,NL,Netherlands,5638,466697,73,8759
2020-11-21,NL,Netherlands,5919,472616,51,8810
2020-11-22,NL,Netherlands,6062,478678,48,8858
2020-11-23,NL,Netherlands,5382,484060,21,8879
2020-11-24,NL,Netherlands,5163,489223,54,8933
2020-11-25,NL,Netherlands,3919,493142,90,9023
2020-01-03,NC,New Caledonia,0,0,0,0
2020-01-04,NC,New Caledonia,0,0,0,0
2020-01-05,NC,New Caledonia,0,0,0,0
2020-01-06,NC,New Caledonia,0,0,0,0
2020-01-07,NC,New Caledonia,0,0,0,0
2020-01-08,NC,New Caledonia,0,0,0,0
2020-01-09,NC,New Caledonia,0,0,0,0
2020-01-10,NC,New Caledonia,0,0,0,0
2020-01-11,NC,New Caledonia,0,0,0,0
2020-01-12,NC,New Caledonia,0,0,0,0
2020-01-13,NC,New Caledonia,0,0,0,0
2020-01-14,NC,New Caledonia,0,0,0,0
2020-01-15,NC,New Caledonia,0,0,0,0
2020-01-16,NC,New Caledonia,0,0,0,0
2020-01-17,NC,New Caledonia,0,0,0,0
2020-01-18,NC,New Caledonia,0,0,0,0
2020-01-19,NC,New Caledonia,0,0,0,0
2020-01-20,NC,New Caledonia,0,0,0,0
2020-01-21,NC,New Caledonia,0,0,0,0
2020-01-22,NC,New Caledonia,0,0,0,0
2020-01-23,NC,New Caledonia,0,0,0,0
2020-01-24,NC,New Caledonia,0,0,0,0
2020-01-25,NC,New Caledonia,0,0,0,0
2020-01-26,NC,New Caledonia,0,0,0,0
2020-01-27,NC,New Caledonia,0,0,0,0
2020-01-28,NC,New Caledonia,0,0,0,0
2020-01-29,NC,New Caledonia,0,0,0,0
2020-01-30,NC,New Caledonia,0,0,0,0
2020-01-31,NC,New Caledonia,0,0,0,0
2020-02-01,NC,New Caledonia,0,0,0,0
2020-02-02,NC,New Caledonia,0,0,0,0
2020-02-03,NC,New Caledonia,0,0,0,0
2020-02-04,NC,New Caledonia,0,0,0,0
2020-02-05,NC,New Caledonia,0,0,0,0
2020-02-06,NC,New Caledonia,0,0,0,0
2020-02-07,NC,New Caledonia,0,0,0,0
2020-02-08,NC,New Caledonia,0,0,0,0
2020-02-09,NC,New Caledonia,0,0,0,0
2020-02-10,NC,New Caledonia,0,0,0,0
2020-02-11,NC,New Caledonia,0,0,0,0
2020-02-12,NC,New Caledonia,0,0,0,0
2020-02-13,NC,New Caledonia,0,0,0,0
2020-02-14,NC,New Caledonia,0,0,0,0
2020-02-15,NC,New Caledonia,0,0,0,0
2020-02-16,NC,New Caledonia,0,0,0,0
2020-02-17,NC,New Caledonia,0,0,0,0
2020-02-18,NC,New Caledonia,0,0,0,0
2020-02-19,NC,New Caledonia,0,0,0,0
2020-02-20,NC,New Caledonia,0,0,0,0
2020-02-21,NC,New Caledonia,0,0,0,0
2020-02-22,NC,New Caledonia,0,0,0,0
2020-02-23,NC,New Caledonia,0,0,0,0
2020-02-24,NC,New Caledonia,0,0,0,0
2020-02-25,NC,New Caledonia,0,0,0,0
2020-02-26,NC,New Caledonia,0,0,0,0
2020-02-27,NC,New Caledonia,0,0,0,0
2020-02-28,NC,New Caledonia,0,0,0,0
2020-02-29,NC,New Caledonia,0,0,0,0
2020-03-01,NC,New Caledonia,0,0,0,0
2020-03-02,NC,New Caledonia,0,0,0,0
2020-03-03,NC,New Caledonia,0,0,0,0
2020-03-04,NC,New Caledonia,0,0,0,0
2020-03-05,NC,New Caledonia,0,0,0,0
2020-03-06,NC,New Caledonia,0,0,0,0
2020-03-07,NC,New Caledonia,0,0,0,0
2020-03-08,NC,New Caledonia,0,0,0,0
2020-03-09,NC,New Caledonia,0,0,0,0
2020-03-10,NC,New Caledonia,0,0,0,0
2020-03-11,NC,New Caledonia,0,0,0,0
2020-03-12,NC,New Caledonia,0,0,0,0
2020-03-13,NC,New Caledonia,0,0,0,0
2020-03-14,NC,New Caledonia,0,0,0,0
2020-03-15,NC,New Caledonia,0,0,0,0
2020-03-16,NC,New Caledonia,0,0,0,0
2020-03-17,NC,New Caledonia,0,0,0,0
2020-03-18,NC,New Caledonia,0,0,0,0
2020-03-19,NC,New Caledonia,2,2,0,0
2020-03-20,NC,New Caledonia,0,2,0,0
2020-03-21,NC,New Caledonia,2,4,0,0
2020-03-22,NC,New Caledonia,0,4,0,0
2020-03-23,NC,New Caledonia,3,7,0,0
2020-03-24,NC,New Caledonia,2,9,0,0
2020-03-25,NC,New Caledonia,3,12,0,0
2020-03-26,NC,New Caledonia,2,14,0,0
2020-03-27,NC,New Caledonia,0,14,0,0
2020-03-28,NC,New Caledonia,1,15,0,0
2020-03-29,NC,New Caledonia,0,15,0,0
2020-03-30,NC,New Caledonia,0,15,0,0
2020-03-31,NC,New Caledonia,0,15,0,0
2020-04-01,NC,New Caledonia,1,16,0,0
2020-04-02,NC,New Caledonia,1,17,0,0
2020-04-03,NC,New Caledonia,1,18,0,0
2020-04-04,NC,New Caledonia,0,18,0,0
2020-04-05,NC,New Caledonia,0,18,0,0
2020-04-06,NC,New Caledonia,0,18,0,0
2020-04-07,NC,New Caledonia,0,18,0,0
2020-04-08,NC,New Caledonia,0,18,0,0
2020-04-09,NC,New Caledonia,0,18,0,0
2020-04-10,NC,New Caledonia,0,18,0,0
2020-04-11,NC,New Caledonia,0,18,0,0
2020-04-12,NC,New Caledonia,0,18,0,0
2020-04-13,NC,New Caledonia,0,18,0,0
2020-04-14,NC,New Caledonia,0,18,0,0
2020-04-15,NC,New Caledonia,0,18,0,0
2020-04-16,NC,New Caledonia,0,18,0,0
2020-04-17,NC,New Caledonia,0,18,0,0
2020-04-18,NC,New Caledonia,0,18,0,0
2020-04-19,NC,New Caledonia,0,18,0,0
2020-04-20,NC,New Caledonia,0,18,0,0
2020-04-21,NC,New Caledonia,0,18,0,0
2020-04-22,NC,New Caledonia,0,18,0,0
2020-04-23,NC,New Caledonia,0,18,0,0
2020-04-24,NC,New Caledonia,0,18,0,0
2020-04-25,NC,New Caledonia,0,18,0,0
2020-04-26,NC,New Caledonia,0,18,0,0
2020-04-27,NC,New Caledonia,0,18,0,0
2020-04-28,NC,New Caledonia,0,18,0,0
2020-04-29,NC,New Caledonia,0,18,0,0
2020-04-30,NC,New Caledonia,0,18,0,0
2020-05-01,NC,New Caledonia,0,18,0,0
2020-05-02,NC,New Caledonia,0,18,0,0
2020-05-03,NC,New Caledonia,0,18,0,0
2020-05-04,NC,New Caledonia,0,18,0,0
2020-05-05,NC,New Caledonia,0,18,0,0
2020-05-06,NC,New Caledonia,0,18,0,0
2020-05-07,NC,New Caledonia,0,18,0,0
2020-05-08,NC,New Caledonia,0,18,0,0
2020-05-09,NC,New Caledonia,0,18,0,0
2020-05-10,NC,New Caledonia,0,18,0,0
2020-05-11,NC,New Caledonia,0,18,0,0
2020-05-12,NC,New Caledonia,0,18,0,0
2020-05-13,NC,New Caledonia,0,18,0,0
2020-05-14,NC,New Caledonia,0,18,0,0
2020-05-15,NC,New Caledonia,0,18,0,0
2020-05-16,NC,New Caledonia,0,18,0,0
2020-05-17,NC,New Caledonia,0,18,0,0
2020-05-18,NC,New Caledonia,0,18,0,0
2020-05-19,NC,New Caledonia,0,18,0,0
2020-05-20,NC,New Caledonia,0,18,0,0
2020-05-21,NC,New Caledonia,0,18,0,0
2020-05-22,NC,New Caledonia,0,18,0,0
2020-05-23,NC,New Caledonia,0,18,0,0
2020-05-24,NC,New Caledonia,0,18,0,0
2020-05-25,NC,New Caledonia,0,18,0,0
2020-05-26,NC,New Caledonia,0,18,0,0
2020-05-27,NC,New Caledonia,0,18,0,0
2020-05-28,NC,New Caledonia,0,18,0,0
2020-05-29,NC,New Caledonia,1,19,0,0
2020-05-30,NC,New Caledonia,0,19,0,0
2020-05-31,NC,New Caledonia,0,19,0,0
2020-06-01,NC,New Caledonia,0,19,0,0
2020-06-02,NC,New Caledonia,0,19,0,0
2020-06-03,NC,New Caledonia,0,19,0,0
2020-06-04,NC,New Caledonia,0,19,0,0
2020-06-05,NC,New Caledonia,1,20,0,0
2020-06-06,NC,New Caledonia,0,20,0,0
2020-06-07,NC,New Caledonia,0,20,0,0
2020-06-08,NC,New Caledonia,0,20,0,0
2020-06-09,NC,New Caledonia,0,20,0,0
2020-06-10,NC,New Caledonia,1,21,0,0
2020-06-11,NC,New Caledonia,0,21,0,0
2020-06-12,NC,New Caledonia,0,21,0,0
2020-06-13,NC,New Caledonia,0,21,0,0
2020-06-14,NC,New Caledonia,0,21,0,0
2020-06-15,NC,New Caledonia,0,21,0,0
2020-06-16,NC,New Caledonia,0,21,0,0
2020-06-17,NC,New Caledonia,0,21,0,0
2020-06-18,NC,New Caledonia,0,21,0,0
2020-06-19,NC,New Caledonia,0,21,0,0
2020-06-20,NC,New Caledonia,0,21,0,0
2020-06-21,NC,New Caledonia,0,21,0,0
2020-06-22,NC,New Caledonia,0,21,0,0
2020-06-23,NC,New Caledonia,0,21,0,0
2020-06-24,NC,New Caledonia,0,21,0,0
2020-06-25,NC,New Caledonia,0,21,0,0
2020-06-26,NC,New Caledonia,0,21,0,0
2020-06-27,NC,New Caledonia,0,21,0,0
2020-06-28,NC,New Caledonia,0,21,0,0
2020-06-29,NC,New Caledonia,0,21,0,0
2020-06-30,NC,New Caledonia,0,21,0,0
2020-07-01,NC,New Caledonia,0,21,0,0
2020-07-02,NC,New Caledonia,0,21,0,0
2020-07-03,NC,New Caledonia,0,21,0,0
2020-07-04,NC,New Caledonia,0,21,0,0
2020-07-05,NC,New Caledonia,0,21,0,0
2020-07-06,NC,New Caledonia,0,21,0,0
2020-07-07,NC,New Caledonia,0,21,0,0
2020-07-08,NC,New Caledonia,0,21,0,0
2020-07-09,NC,New Caledonia,0,21,0,0
2020-07-10,NC,New Caledonia,0,21,0,0
2020-07-11,NC,New Caledonia,0,21,0,0
2020-07-12,NC,New Caledonia,0,21,0,0
2020-07-13,NC,New Caledonia,0,21,0,0
2020-07-14,NC,New Caledonia,0,21,0,0
2020-07-15,NC,New Caledonia,1,22,0,0
2020-07-16,NC,New Caledonia,0,22,0,0
2020-07-17,NC,New Caledonia,0,22,0,0
2020-07-18,NC,New Caledonia,0,22,0,0
2020-07-19,NC,New Caledonia,0,22,0,0
2020-07-20,NC,New Caledonia,0,22,0,0
2020-07-21,NC,New Caledonia,0,22,0,0
2020-07-22,NC,New Caledonia,0,22,0,0
2020-07-23,NC,New Caledonia,0,22,0,0
2020-07-24,NC,New Caledonia,0,22,0,0
2020-07-25,NC,New Caledonia,0,22,0,0
2020-07-26,NC,New Caledonia,0,22,0,0
2020-07-27,NC,New Caledonia,0,22,0,0
2020-07-28,NC,New Caledonia,0,22,0,0
2020-07-29,NC,New Caledonia,0,22,0,0
2020-07-30,NC,New Caledonia,0,22,0,0
2020-07-31,NC,New Caledonia,0,22,0,0
2020-08-01,NC,New Caledonia,0,22,0,0
2020-08-02,NC,New Caledonia,0,22,0,0
2020-08-03,NC,New Caledonia,0,22,0,0
2020-08-04,NC,New Caledonia,0,22,0,0
2020-08-05,NC,New Caledonia,0,22,0,0
2020-08-06,NC,New Caledonia,0,22,0,0
2020-08-07,NC,New Caledonia,0,22,0,0
2020-08-08,NC,New Caledonia,1,23,0,0
2020-08-09,NC,New Caledonia,0,23,0,0
2020-08-10,NC,New Caledonia,0,23,0,0
2020-08-11,NC,New Caledonia,0,23,0,0
2020-08-12,NC,New Caledonia,0,23,0,0
2020-08-13,NC,New Caledonia,0,23,0,0
2020-08-14,NC,New Caledonia,0,23,0,0
2020-08-15,NC,New Caledonia,0,23,0,0
2020-08-16,NC,New Caledonia,0,23,0,0
2020-08-17,NC,New Caledonia,0,23,0,0
2020-08-18,NC,New Caledonia,0,23,0,0
2020-08-19,NC,New Caledonia,0,23,0,0
2020-08-20,NC,New Caledonia,0,23,0,0
2020-08-21,NC,New Caledonia,0,23,0,0
2020-08-22,NC,New Caledonia,0,23,0,0
2020-08-23,NC,New Caledonia,0,23,0,0
2020-08-24,NC,New Caledonia,0,23,0,0
2020-08-25,NC,New Caledonia,0,23,0,0
2020-08-26,NC,New Caledonia,0,23,0,0
2020-08-27,NC,New Caledonia,0,23,0,0
2020-08-28,NC,New Caledonia,0,23,0,0
2020-08-29,NC,New Caledonia,0,23,0,0
2020-08-30,NC,New Caledonia,0,23,0,0
2020-08-31,NC,New Caledonia,0,23,0,0
2020-09-01,NC,New Caledonia,0,23,0,0
2020-09-02,NC,New Caledonia,0,23,0,0
2020-09-03,NC,New Caledonia,0,23,0,0
2020-09-04,NC,New Caledonia,3,26,0,0
2020-09-05,NC,New Caledonia,0,26,0,0
2020-09-06,NC,New Caledonia,0,26,0,0
2020-09-07,NC,New Caledonia,0,26,0,0
2020-09-08,NC,New Caledonia,0,26,0,0
2020-09-09,NC,New Caledonia,0,26,0,0
2020-09-10,NC,New Caledonia,0,26,0,0
2020-09-11,NC,New Caledonia,0,26,0,0
2020-09-12,NC,New Caledonia,0,26,0,0
2020-09-13,NC,New Caledonia,0,26,0,0
2020-09-14,NC,New Caledonia,0,26,0,0
2020-09-15,NC,New Caledonia,0,26,0,0
2020-09-16,NC,New Caledonia,0,26,0,0
2020-09-17,NC,New Caledonia,0,26,0,0
2020-09-18,NC,New Caledonia,0,26,0,0
2020-09-19,NC,New Caledonia,0,26,0,0
2020-09-20,NC,New Caledonia,0,26,0,0
2020-09-21,NC,New Caledonia,0,26,0,0
2020-09-22,NC,New Caledonia,0,26,0,0
2020-09-23,NC,New Caledonia,0,26,0,0
2020-09-24,NC,New Caledonia,0,26,0,0
2020-09-25,NC,New Caledonia,0,26,0,0
2020-09-26,NC,New Caledonia,1,27,0,0
2020-09-27,NC,New Caledonia,0,27,0,0
2020-09-28,NC,New Caledonia,0,27,0,0
2020-09-29,NC,New Caledonia,0,27,0,0
2020-09-30,NC,New Caledonia,0,27,0,0
2020-10-01,NC,New Caledonia,0,27,0,0
2020-10-02,NC,New Caledonia,0,27,0,0
2020-10-03,NC,New Caledonia,0,27,0,0
2020-10-04,NC,New Caledonia,0,27,0,0
2020-10-05,NC,New Caledonia,0,27,0,0
2020-10-06,NC,New Caledonia,0,27,0,0
2020-10-07,NC,New Caledonia,0,27,0,0
2020-10-08,NC,New Caledonia,0,27,0,0
2020-10-09,NC,New Caledonia,0,27,0,0
2020-10-10,NC,New Caledonia,0,27,0,0
2020-10-11,NC,New Caledonia,0,27,0,0
2020-10-12,NC,New Caledonia,0,27,0,0
2020-10-13,NC,New Caledonia,0,27,0,0
2020-10-14,NC,New Caledonia,0,27,0,0
2020-10-15,NC,New Caledonia,0,27,0,0
2020-10-16,NC,New Caledonia,0,27,0,0
2020-10-17,NC,New Caledonia,0,27,0,0
2020-10-18,NC,New Caledonia,0,27,0,0
2020-10-19,NC,New Caledonia,0,27,0,0
2020-10-20,NC,New Caledonia,0,27,0,0
2020-10-21,NC,New Caledonia,0,27,0,0
2020-10-22,NC,New Caledonia,0,27,0,0
2020-10-23,NC,New Caledonia,0,27,0,0
2020-10-24,NC,New Caledonia,0,27,0,0
2020-10-25,NC,New Caledonia,0,27,0,0
2020-10-26,NC,New Caledonia,0,27,0,0
2020-10-27,NC,New Caledonia,0,27,0,0
2020-10-28,NC,New Caledonia,0,27,0,0
2020-10-29,NC,New Caledonia,0,27,0,0
2020-10-30,NC,New Caledonia,0,27,0,0
2020-10-31,NC,New Caledonia,1,28,0,0
2020-11-01,NC,New Caledonia,0,28,0,0
2020-11-02,NC,New Caledonia,0,28,0,0
2020-11-03,NC,New Caledonia,0,28,0,0
2020-11-04,NC,New Caledonia,0,28,0,0
2020-11-05,NC,New Caledonia,0,28,0,0
2020-11-06,NC,New Caledonia,1,29,0,0
2020-11-07,NC,New Caledonia,0,29,0,0
2020-11-08,NC,New Caledonia,0,29,0,0
2020-11-09,NC,New Caledonia,0,29,0,0
2020-11-10,NC,New Caledonia,0,29,0,0
2020-11-11,NC,New Caledonia,0,29,0,0
2020-11-12,NC,New Caledonia,0,29,0,0
2020-11-13,NC,New Caledonia,1,30,0,0
2020-11-14,NC,New Caledonia,0,30,0,0
2020-11-15,NC,New Caledonia,0,30,0,0
2020-11-16,NC,New Caledonia,0,30,0,0
2020-11-17,NC,New Caledonia,0,30,0,0
2020-11-18,NC,New Caledonia,0,30,0,0
2020-11-19,NC,New Caledonia,0,30,0,0
2020-11-20,NC,New Caledonia,0,30,0,0
2020-11-21,NC,New Caledonia,2,32,0,0
2020-11-22,NC,New Caledonia,0,32,0,0
2020-11-23,NC,New Caledonia,0,32,0,0
2020-11-24,NC,New Caledonia,0,32,0,0
2020-11-25,NC,New Caledonia,0,32,0,0
2020-11-26,NC,New Caledonia,0,32,0,0
2020-01-03,NZ,New Zealand,0,0,0,0
2020-01-04,NZ,New Zealand,0,0,0,0
2020-01-05,NZ,New Zealand,0,0,0,0
2020-01-06,NZ,New Zealand,0,0,0,0
2020-01-07,NZ,New Zealand,0,0,0,0
2020-01-08,NZ,New Zealand,0,0,0,0
2020-01-09,NZ,New Zealand,0,0,0,0
2020-01-10,NZ,New Zealand,0,0,0,0
2020-01-11,NZ,New Zealand,0,0,0,0
2020-01-12,NZ,New Zealand,0,0,0,0
2020-01-13,NZ,New Zealand,0,0,0,0
2020-01-14,NZ,New Zealand,0,0,0,0
2020-01-15,NZ,New Zealand,0,0,0,0
2020-01-16,NZ,New Zealand,0,0,0,0
2020-01-17,NZ,New Zealand,0,0,0,0
2020-01-18,NZ,New Zealand,0,0,0,0
2020-01-19,NZ,New Zealand,0,0,0,0
2020-01-20,NZ,New Zealand,0,0,0,0
2020-01-21,NZ,New Zealand,0,0,0,0
2020-01-22,NZ,New Zealand,0,0,0,0
2020-01-23,NZ,New Zealand,0,0,0,0
2020-01-24,NZ,New Zealand,0,0,0,0
2020-01-25,NZ,New Zealand,0,0,0,0
2020-01-26,NZ,New Zealand,0,0,0,0
2020-01-27,NZ,New Zealand,0,0,0,0
2020-01-28,NZ,New Zealand,0,0,0,0
2020-01-29,NZ,New Zealand,0,0,0,0
2020-01-30,NZ,New Zealand,0,0,0,0
2020-01-31,NZ,New Zealand,0,0,0,0
2020-02-01,NZ,New Zealand,0,0,0,0
2020-02-02,NZ,New Zealand,0,0,0,0
2020-02-03,NZ,New Zealand,0,0,0,0
2020-02-04,NZ,New Zealand,0,0,0,0
2020-02-05,NZ,New Zealand,0,0,0,0
2020-02-06,NZ,New Zealand,0,0,0,0
2020-02-07,NZ,New Zealand,0,0,0,0
2020-02-08,NZ,New Zealand,0,0,0,0
2020-02-09,NZ,New Zealand,0,0,0,0
2020-02-10,NZ,New Zealand,0,0,0,0
2020-02-11,NZ,New Zealand,0,0,0,0
2020-02-12,NZ,New Zealand,0,0,0,0
2020-02-13,NZ,New Zealand,0,0,0,0
2020-02-14,NZ,New Zealand,0,0,0,0
2020-02-15,NZ,New Zealand,0,0,0,0
2020-02-16,NZ,New Zealand,0,0,0,0
2020-02-17,NZ,New Zealand,0,0,0,0
2020-02-18,NZ,New Zealand,0,0,0,0
2020-02-19,NZ,New Zealand,0,0,0,0
2020-02-20,NZ,New Zealand,0,0,0,0
2020-02-21,NZ,New Zealand,0,0,0,0
2020-02-22,NZ,New Zealand,0,0,0,0
2020-02-23,NZ,New Zealand,0,0,0,0
2020-02-24,NZ,New Zealand,0,0,0,0
2020-02-25,NZ,New Zealand,0,0,0,0
2020-02-26,NZ,New Zealand,0,0,0,0
2020-02-27,NZ,New Zealand,0,0,0,0
2020-02-28,NZ,New Zealand,5,5,0,0
2020-02-29,NZ,New Zealand,0,5,0,0
2020-03-01,NZ,New Zealand,0,5,0,0
2020-03-02,NZ,New Zealand,0,5,0,0
2020-03-03,NZ,New Zealand,1,6,0,0
2020-03-04,NZ,New Zealand,0,6,0,0
2020-03-05,NZ,New Zealand,0,6,0,0
2020-03-06,NZ,New Zealand,2,8,0,0
2020-03-07,NZ,New Zealand,1,9,0,0
2020-03-08,NZ,New Zealand,0,9,0,0
2020-03-09,NZ,New Zealand,0,9,0,0
2020-03-10,NZ,New Zealand,0,9,0,0
2020-03-11,NZ,New Zealand,0,9,0,0
2020-03-12,NZ,New Zealand,0,9,0,0
2020-03-13,NZ,New Zealand,0,9,0,0
2020-03-14,NZ,New Zealand,1,10,0,0
2020-03-15,NZ,New Zealand,0,10,0,0
2020-03-16,NZ,New Zealand,0,10,0,0
2020-03-17,NZ,New Zealand,5,15,0,0
2020-03-18,NZ,New Zealand,9,24,0,0
2020-03-19,NZ,New Zealand,15,39,0,0
2020-03-20,NZ,New Zealand,14,53,0,0
2020-03-21,NZ,New Zealand,13,66,0,0
2020-03-22,NZ,New Zealand,0,66,0,0
2020-03-23,NZ,New Zealand,36,102,0,0
2020-03-24,NZ,New Zealand,40,142,0,0
2020-03-25,NZ,New Zealand,47,189,0,0
2020-03-26,NZ,New Zealand,73,262,0,0
2020-03-27,NZ,New Zealand,76,338,0,0
2020-03-28,NZ,New Zealand,78,416,0,0
2020-03-29,NZ,New Zealand,60,476,1,1
2020-03-30,NZ,New Zealand,76,552,0,1
2020-03-31,NZ,New Zealand,48,600,0,1
2020-04-01,NZ,New Zealand,47,647,0,1
2020-04-02,NZ,New Zealand,76,723,0,1
2020-04-03,NZ,New Zealand,51,774,0,1
2020-04-04,NZ,New Zealand,50,824,0,1
2020-04-05,NZ,New Zealand,48,872,0,1
2020-04-06,NZ,New Zealand,39,911,0,1
2020-04-07,NZ,New Zealand,32,943,0,1
2020-04-08,NZ,New Zealand,26,969,0,1
2020-04-09,NZ,New Zealand,23,992,0,1
2020-04-10,NZ,New Zealand,23,1015,0,1
2020-04-11,NZ,New Zealand,20,1035,3,4
2020-04-12,NZ,New Zealand,14,1049,0,4
2020-04-13,NZ,New Zealand,15,1064,1,5
2020-04-14,NZ,New Zealand,8,1072,4,9
2020-04-15,NZ,New Zealand,6,1078,0,9
2020-04-16,NZ,New Zealand,6,1084,0,9
2020-04-17,NZ,New Zealand,2,1086,2,11
2020-04-18,NZ,New Zealand,8,1094,0,11
2020-04-19,NZ,New Zealand,4,1098,0,11
2020-04-20,NZ,New Zealand,7,1105,1,12
2020-04-21,NZ,New Zealand,2,1107,1,13
2020-04-22,NZ,New Zealand,5,1112,1,14
2020-04-23,NZ,New Zealand,0,1112,2,16
2020-04-24,NZ,New Zealand,2,1114,1,17
2020-04-25,NZ,New Zealand,3,1117,1,18
2020-04-26,NZ,New Zealand,4,1121,0,18
2020-04-27,NZ,New Zealand,1,1122,1,19
2020-04-28,NZ,New Zealand,2,1124,0,19
2020-04-29,NZ,New Zealand,2,1126,0,19
2020-04-30,NZ,New Zealand,3,1129,0,19
2020-05-01,NZ,New Zealand,3,1132,0,19
2020-05-02,NZ,New Zealand,2,1134,1,20
2020-05-03,NZ,New Zealand,2,1136,0,20
2020-05-04,NZ,New Zealand,1,1137,0,20
2020-05-05,NZ,New Zealand,0,1137,0,20
2020-05-06,NZ,New Zealand,1,1138,1,21
2020-05-07,NZ,New Zealand,1,1139,0,21
2020-05-08,NZ,New Zealand,2,1141,0,21
2020-05-09,NZ,New Zealand,1,1142,0,21
2020-05-10,NZ,New Zealand,2,1144,0,21
2020-05-11,NZ,New Zealand,3,1147,0,21
2020-05-12,NZ,New Zealand,0,1147,0,21
2020-05-13,NZ,New Zealand,0,1147,0,21
2020-05-14,NZ,New Zealand,0,1147,0,21
2020-05-15,NZ,New Zealand,1,1148,0,21
2020-05-16,NZ,New Zealand,0,1148,0,21
2020-05-17,NZ,New Zealand,1,1149,0,21
2020-05-18,NZ,New Zealand,0,1149,0,21
2020-05-19,NZ,New Zealand,4,1153,0,21
