AnlyTxHack__ExternalAccountId__c,AMOUNT,CLOSEDATE,AnlyTxHack__Company_Size__c,AnlyTxHack__Country__c,AnlyTxHack__Industry_Type__c,LEADSOURCE,NAME,STAGENAME,TYPE
0012w00000LRftAAAT,112725,2020-05-31,0-25,India,Construction,Advertisement,Opportunity for Duncan885,Closed Won,New Business
0012w00000LRfntAAD,284678,2020-05-31,26-200,Australia,Consumer Goods,Web,Opportunity for Chandler1451,Closed Won,New Business / Add-on
0012w00000LRfjiAAD,3618750,2020-05-31,Over 201,Belgium,Travel,Word of mouth,Opportunity for Austin1360,Closed Lost,New Business
0012w00000LRfoNAAT,2305550,2020-05-31,Over 201,Brazil,Health Care,Employee Referral,Opportunity for Wagner150,Closed Won,Existing Business
0012w00000LRfhqAAD,237840,2020-06-01,0-25,United Arab Emirates,Construction,Advertisement,Opportunity for Fisher1458,Closed Won,New Business / Add-on
0012w00000LRfmTAAT,538820,2020-06-01,0-25,Austria,Computer Software,Employee Referral,Opportunity for Padilla1183,Negotiation/Review,New Business
0012w00000LRfiAAAT,431194,2020-06-01,Over 201,China,Computer Software,Web,Opportunity for Stewart887,Negotiation/Review,New Business / Add-on
0012w00000LRflOAAT,163530,2020-06-01,Over 201,The United Kingdom,Computer Software,Word of mouth,Opportunity for Cannon1361,Qualification,New Business / Add-on
0012w00000LRfgCAAT,207240,2020-06-01,Over 201,India,Computer Software,Employee Referral,Opportunity for Grant1452,Needs Analysis,Existing Business
0012w00000LRfsGAAT,1639550,2020-06-01,Over 201,India,Entertainment,Word of mouth,Opportunity for Perkins1263,Closed Lost,Existing Business
0012w00000LRfo1AAD,2660660,2020-06-01,Over 201,Belgium,Entertainment,Word of mouth,Opportunity for Lewis258,Closed Lost,New Business / Add-on
0012w00000LRfsxAAD,844100,2020-06-02,26-200,United States of America,Entertainment,Partner,Opportunity for Paul1460,Prospecting,New Business
0012w00000LRfm5AAD,580000,2020-06-02,Over 201,The United Kingdom,Travel,Public Relations,Opportunity for Guerrero1271,Closed Lost,New Business / Add-on
0012w00000LRfhhAAD,309938,2020-06-02,Over 201,China,Travel,Public Relations,Opportunity for Barrett259,Closed Lost,New Business
0012w00000LRfu3AAD,137400,2020-06-02,Over 201,Belarus,Computer Software,Trade Show,Opportunity for Abbott1184,Closed Lost,Existing Business
0012w00000LRfmSAAT,2218900,2020-06-02,Over 201,The United Kingdom,Travel,Word of mouth,Opportunity for Baker1261,Value Proposition,New Business / Add-on
0012w00000LRfrHAAT,470865,2020-06-02,Over 201,Austria,Manufacturing,Word of mouth,Opportunity for Bates1455,Needs Analysis,New Business / Add-on
0012w00000LRftJAAT,965700,2020-06-02,Over 201,China,Entertainment,Public Relations,Opportunity for Daniel1811,Prospecting,Existing Business
0012w00000LRfs6AAD,475597,2020-06-02,0-25,Russia,Health Care,Employee Referral,Opportunity for Dean1363,Closed Won,New Business / Add-on
0012w00000LRfh6AAD,683100,2020-06-03,26-200,India,Manufacturing,Advertisement,Opportunity for Cruz1461,Closed Lost,New Business
0012w00000LRfokAAD,224800,2020-06-03,Over 201,Russia,Entertainment,Advertisement,Opportunity for Malone1276,Prospecting,New Business / Add-on
0012w00000LRfvGAAT,1589440,2020-06-03,26-200,United Arab Emirates,Computer Software,Public Relations,Opportunity for Dennis260,Needs Analysis,Existing Business
0012w00000LRfhqAAD,1417400,2020-06-03,0-25,Belarus,Construction,Advertisement,Opportunity for Fisher1458,Closed Won,New Business / Add-on
0012w00000LRfvNAAT,347730,2020-06-03,Over 201,Belgium,Computer Software,Employee Referral,Opportunity for Ferguson1365,Negotiation/Review,Existing Business
0012w00000LRfsGAAT,3173450,2020-06-03,Over 201,Brazil,Entertainment,Word of mouth,Opportunity for Perkins1263,Closed Lost,Existing Business
0012w00000LRfngAAD,637600,2020-06-03,26-200,Austria,Health Care,Word of mouth,Opportunity for Rice1187,Closed Won,New Business
0012w00000LRfnlAAD,1794340,2020-06-04,0-25,The United Kingdom,Consumer Goods,Advertisement,Opportunity for Jacobs1464,Closed Lost,New Business
0012w00000LRfu8AAD,399300,2020-06-04,26-200,Canada,Manufacturing,Web,Opportunity for Patton1278,Closed Won,New Business
0012w00000LRfsxAAD,1417400,2020-06-04,26-200,Brazil,Entertainment,Partner,Opportunity for Paul1460,Prospecting,New Business
0012w00000LRfqeAAD,3729975,2020-06-04,26-200,Belarus,Travel,Partner,Opportunity for Vasquez1191,Closed Lost,Existing Business
0012w00000LRfpIAAT,2868400,2020-06-04,Over 201,Belgium,Travel,Advertisement,Opportunity for Pittman263,Closed Lost,New Business
0012w00000LRfm5AAD,276000,2020-06-04,Over 201,Belgium,Travel,Public Relations,Opportunity for Guerrero1271,Closed Lost,New Business / Add-on
0012w00000LRfsQAAT,1452090,2020-06-04,Over 201,Russia,Travel,Word of mouth,Opportunity for Wilkins1370,Closed Lost,New Business / Add-on
0012w00000LRfoVAAT,2389600,2020-06-05,0-25,Israel,Manufacturing,Web,Opportunity for Chandler1281,Closed Won,New Business
0012w00000LRfqKAAT,1879190,2020-06-05,Over 201,United States of America,Computer Software,Word of mouth,Opportunity for Holmes265,Prospecting,New Business
0012w00000LRfh6AAD,1488450,2020-06-05,26-200,Belgium,Manufacturing,Advertisement,Opportunity for Cruz1461,Closed Lost,New Business
0012w00000LRfonAAD,182000,2020-06-05,26-200,Australia,Travel,Advertisement,Opportunity for Lee1827,Closed Lost,New Business
0012w00000LRfokAAD,313425,2020-06-05,Over 201,China,Entertainment,Advertisement,Opportunity for Malone1276,Prospecting,New Business / Add-on
0012w00000LRfoVAAT,156655,2020-06-05,0-25,Canada,Manufacturing,Partner,Opportunity for Wilkins1372,Needs Analysis,New Business / Add-on
0012w00000LRftcAAD,384840,2020-06-05,Over 201,Brazil,Entertainment,Word of mouth,Opportunity for Tate1543,Closed Lost,New Business
0012w00000LRfnhAAD,1518400,2020-06-06,Over 201,Russia,Manufacturing,Partner,Opportunity for Cross1834,Closed Won,New Business / Add-on
0012w00000LRfs3AAD,206640,2020-06-06,Over 201,India,Construction,Advertisement,Opportunity for Murphy267,Closed Won,Existing Business
0012w00000LRfnlAAD,136800,2020-06-06,0-25,China,Consumer Goods,Advertisement,Opportunity for Jacobs1464,Closed Lost,New Business
0012w00000LRftYAAT,7747190,2020-06-06,Over 201,United Arab Emirates,Travel,Partner,Opportunity for Bates1547,Closed Lost,New Business / Add-on
0012w00000LRfu8AAD,389120,2020-06-06,26-200,United Arab Emirates,Manufacturing,Web,Opportunity for Patton1278,Closed Won,New Business
0012w00000LRfvxAAD,3541100,2020-06-06,Over 201,Israel,Consumer Goods,Partner,Opportunity for Olson1373,Needs Analysis,New Business / Add-on
0012w00000LRfhmAAD,1574960,2020-06-06,Over 201,Australia,Health Care,Partner,Opportunity for Bradley1628,Closed Won,New Business / Add-on
0012w00000LRfqWAAT,380500,2020-06-07,26-200,Canada,Manufacturing,Word of mouth,Opportunity for McGee1836,Closed Lost,New Business / Add-on
0012w00000LRfrjAAD,3915950,2020-06-07,Over 201,Austria,Entertainment,Employee Referral,Opportunity for Marsh1634,Needs Analysis,New Business
0012w00000LRfqkAAD,2664105,2020-06-07,0-25,The United Kingdom,Manufacturing,Web,Opportunity for Freeman268,Closed Won,New Business
0012w00000LRfr8AAD,27800,2020-06-07,Over 201,Belgium,Manufacturing,Public Relations,Opportunity for McKinney1548,Closed Won,New Business / Add-on
0012w00000LRfoVAAT,1241600,2020-06-07,0-25,United States of America,Manufacturing,Web,Opportunity for Chandler1281,Closed Won,New Business
0012w00000LRfonAAD,991350,2020-06-07,26-200,Austria,Travel,Advertisement,Opportunity for Lee1827,Closed Lost,New Business
0012w00000LRfkCAAT,2649500,2020-06-07,Over 201,Australia,Health Care,Trade Show,Opportunity for Dennis1374,Closed Won,Existing Business
0012w00000LRfqpAAD,1379300,2020-06-08,0-25,Belarus,Entertainment,Trade Show,Opportunity for Jacobs1642,Value Proposition,Existing Business
0012w00000LRfnhAAD,1683185,2020-06-08,Over 201,United Arab Emirates,Manufacturing,Partner,Opportunity for Cross1834,Closed Won,New Business / Add-on
0012w00000LRfnIAAT,667200,2020-06-08,Over 201,China,Manufacturing,Advertisement,Opportunity for Banks1549,Closed Won,New Business
0012w00000LRfjDAAT,23245,2020-06-08,Over 201,Brazil,Computer Software,Word of mouth,Opportunity for Ramirez1837,Negotiation/Review,New Business
0012w00000LRfhQAAT,1518190,2020-06-08,Over 201,China,Travel,Word of mouth,Opportunity for Terry269,Closed Lost,New Business / Add-on
0012w00000LRfraAAD,932900,2020-06-08,26-200,Austria,Consumer Goods,Seminar - Internal,Opportunity for Buchanan1727,Closed Won,New Business
0012w00000LRfhmAAD,5280,2020-06-08,Over 201,India,Health Care,Partner,Opportunity for Bradley1628,Closed Won,New Business / Add-on
0012w00000LRfvWAAT,133800,2020-06-09,0-25,United States of America,Manufacturing,Employee Referral,Opportunity for Lawson1843,Closed Won,New Business
0012w00000LRfvhAAD,846000,2020-06-09,Over 201,Russia,Consumer Goods,Employee Referral,Opportunity for Butler275,Closed Won,New Business
0012w00000LRfqWAAT,875880,2020-06-09,26-200,United States of America,Manufacturing,Word of mouth,Opportunity for McGee1836,Closed Lost,New Business / Add-on
0012w00000LRfrjAAD,3145700,2020-06-09,Over 201,The United Kingdom,Entertainment,Employee Referral,Opportunity for Marsh1634,Needs Analysis,New Business
0012w00000LRfw4AAD,25739,2020-06-09,26-200,Belarus,Consumer Goods,Employee Referral,Opportunity for White1730,Closed Won,New Business / Add-on
0012w00000LRfmfAAD,2325850,2020-06-09,Over 201,United Arab Emirates,Health Care,Web,Opportunity for Burgess1551,Closed Won,New Business / Add-on
0012w00000LRfuqAAD,100267,2020-06-09,Over 201,Brazil,Health Care,Trade Show,Opportunity for Baker1644,Closed Won,New Business
0012w00000LRfoiAAD,895135,2020-06-10,0-25,Belgium,Construction,Partner,Opportunity for Austin1650,Value Proposition,New Business / Add-on
0012w00000LRfspAAD,103690,2020-06-10,26-200,India,Consumer Goods,Employee Referral,Opportunity for Medina1844,Closed Lost,Existing Business
0012w00000LRfiGAAT,179225,2020-06-10,0-25,Canada,Manufacturing,Partner,Opportunity for Collier276,Closed Won,New Business / Add-on
0012w00000LRfiBAAT,638750,2020-06-10,Over 201,United States of America,Construction,Advertisement,Opportunity for Reynolds1553,Closed Won,New Business / Add-on
0012w00000LRfqpAAD,1668500,2020-06-10,0-25,Russia,Entertainment,Trade Show,Opportunity for Jacobs1642,Value Proposition,Existing Business
0012w00000LRfhjAAD,3463920,2020-06-10,Over 201,Brazil,Construction,Word of mouth,Opportunity for Griffin1731,Closed Lost,New Business / Add-on
0012w00000LRfjDAAT,154090,2020-06-10,Over 201,Austria,Computer Software,Word of mouth,Opportunity for Ramirez1837,Prospecting,New Business
0012w00000LRfgJAAT,2285700,2020-06-11,Over 201,China,Entertainment,Trade Show,Opportunity for Wright1651,Qualification,New Business
0012w00000LRfuUAAT,22240,2020-06-11,Over 201,Israel,Manufacturing,Seminar - Internal,Opportunity for Alexander278,Closed Won,New Business
0012w00000LRfvWAAT,252545,2020-06-11,0-25,India,Manufacturing,Employee Referral,Opportunity for Lawson1843,Closed Won,New Business
0012w00000LRfqlAAD,4824325,2020-06-11,26-200,Austria,Travel,Word of mouth,Opportunity for Roberts1847,Closed Lost,New Business
0012w00000LRfuJAAT,112000,2020-06-11,Over 201,Belgium,Consumer Goods,Advertisement,Opportunity for Marsh1734,Negotiation/Review,New Business
0012w00000LRfoQAAT,116360,2020-06-11,26-200,Australia,Computer Software,Advertisement,Opportunity for Mitchell1555,Prospecting,New Business / Add-on
0012w00000LRfuqAAD,157900,2020-06-11,Over 201,Canada,Health Care,Trade Show,Opportunity for Baker1644,Closed Won,New Business
0012w00000LRfjOAAT,488860,2020-06-12,0-25,United Arab Emirates,Entertainment,Partner,Opportunity for McKenzie1652,Negotiation/Review,New Business
0012w00000LRfspAAD,25450,2020-06-12,26-200,The United Kingdom,Consumer Goods,Employee Referral,Opportunity for Medina1844,Closed Lost,Existing Business
0012w00000LRfsGAAT,1886550,2020-06-12,Over 201,India,Entertainment,Trade Show,Opportunity for Cole1563,Qualification,New Business
0012w00000LRfoiAAD,624510,2020-06-12,0-25,Israel,Construction,Partner,Opportunity for Austin1650,Value Proposition,New Business / Add-on
0012w00000LRfl4AAD,1994920,2020-06-12,26-200,China,Manufacturing,Partner,Opportunity for Arnold1738,Closed Won,New Business / Add-on
0012w00000LRfgYAAT,154353,2020-06-12,Over 201,The United Kingdom,Entertainment,Advertisement,Opportunity for Ramos1851,Closed Lost,Existing Business
0012w00000LRfqxAAD,62400,2020-06-12,Over 201,Australia,Health Care,Partner,Opportunity for Allison281,Closed Won,New Business / Add-on
0012w00000LRfuGAAT,413100,2020-06-13,26-200,United States of America,Travel,Employee Referral,Opportunity for Newton532,Qualification,New Business / Add-on
0012w00000LRfv5AAD,951000,2020-06-13,Over 201,Russia,Entertainment,Partner,Opportunity for Adams708,Needs Analysis,New Business
0012w00000LRfnAAAT,657600,2020-06-13,26-200,Austria,Construction,Partner,Opportunity for Delgado355,Closed Won,New Business
0012w00000LRfomAAD,1918900,2020-06-13,Over 201,The United Kingdom,Manufacturing,Advertisement,Opportunity for Chapman1566,Proposal/Price Quote,New Business / Add-on
0012w00000LRfgJAAT,3168250,2020-06-13,Over 201,Australia,Entertainment,Trade Show,Opportunity for Wright1651,Qualification,New Business
0012w00000LRfrlAAD,455096,2020-06-13,Over 201,United Arab Emirates,Manufacturing,Partner,Opportunity for Meyer1740,Closed Won,Existing Business
0012w00000LRfqlAAD,736250,2020-06-13,26-200,Belarus,Travel,Word of mouth,Opportunity for Roberts1847,Closed Lost,New Business
0012w00000LRfiHAAT,503975,2020-06-14,26-200,Belarus,Travel,Word of mouth,Opportunity for Luna711,Closed Lost,New Business
0012w00000LRfkLAAT,14640,2020-06-14,0-25,United States of America,Travel,Partner,Opportunity for Munoz1931,Closed Lost,New Business / Add-on
0012w00000LRfjOAAT,605000,2020-06-14,0-25,Austria,Entertainment,Partner,Opportunity for McKenzie1652,Negotiation/Review,New Business
0012w00000LRftvAAD,309686,2020-06-14,0-25,United States of America,Travel,Employee Referral,Opportunity for Phillips1742,Closed Lost,New Business / Add-on
0012w00000LRfnuAAD,637520,2020-06-14,Over 201,Belarus,Entertainment,Advertisement,Opportunity for Bryant359,Closed Lost,New Business / Add-on
0012w00000LRfgYAAT,3251640,2020-06-14,Over 201,Russia,Entertainment,Advertisement,Opportunity for Ramos1851,Closed Lost,Existing Business
0012w00000LRfmHAAT,2632925,2020-06-14,Over 201,India,Health Care,Advertisement,Opportunity for Schwartz533,Closed Won,New Business / Add-on
0012w00000LRfhcAAD,690210,2020-06-15,Over 201,Brazil,Construction,Word of mouth,Opportunity for Wise361,Prospecting,New Business
0012w00000LRfv5AAD,2728890,2020-06-15,Over 201,Canada,Entertainment,Partner,Opportunity for Adams708,Needs Analysis,New Business
0012w00000LRfuGAAT,115290,2020-06-15,26-200,Belarus,Travel,Employee Referral,Opportunity for Newton532,Qualification,New Business / Add-on
0012w00000LRfuAAAT,236610,2020-06-15,Over 201,Israel,Computer Software,Employee Referral,Opportunity for Griffin1933,Qualification,New Business / Add-on
0012w00000LRfrMAAT,257045,2020-06-15,Over 201,India,Entertainment,Word of mouth,Opportunity for Smith1744,Closed Lost,New Business
0012w00000LRfmOAAT,2745600,2020-06-15,0-25,Canada,Health Care,Advertisement,Opportunity for Morgan713,Closed Won,Existing Business
0012w00000LRfsHAAT,1666850,2020-06-15,26-200,The United Kingdom,Health Care,Employee Referral,Opportunity for Hunter534,Closed Won,Existing Business
0012w00000LRfioAAD,1134385,2020-06-16,26-200,Russia,Manufacturing,Employee Referral,Opportunity for Newman536,Closed Won,New Business
0012w00000LRftpAAD,98850,2020-06-16,Over 201,Israel,Consumer Goods,Web,Opportunity for Massey714,Closed Won,New Business
0012w00000LRfkiAAD,136464,2020-06-16,26-200,Belgium,Computer Software,Employee Referral,Opportunity for Hunt362,Negotiation/Review,New Business
0012w00000LRfugAAD,1337090,2020-06-16,0-25,The United Kingdom,Consumer Goods,Trade Show,Opportunity for Rhodes1746,Qualification,New Business
0012w00000LRft8AAD,2302000,2020-06-16,Over 201,India,Travel,Web,Opportunity for Joseph1936,Closed Lost,New Business
0012w00000LRfiHAAT,430330,2020-06-16,26-200,Brazil,Travel,Word of mouth,Opportunity for Luna711,Closed Lost,New Business
0012w00000LRfmHAAT,458680,2020-06-16,Over 201,Brazil,Health Care,Advertisement,Opportunity for Schwartz533,Closed Won,New Business / Add-on
0012w00000LRftKAAT,1840600,2020-06-16,Over 201,Australia,Health Care,Web,Opportunity for Norman968,Closed Won,New Business
0012w00000LRfvwAAD,79480,2020-06-17,Over 201,Canada,Construction,Public Relations,Opportunity for Tate537,Closed Won,New Business
0012w00000LRfu1AAD,532950,2020-06-17,26-200,Australia,Manufacturing,Word of mouth,Opportunity for Freeman717,Value Proposition,Existing Business
0012w00000LRfplAAD,49760,2020-06-17,Over 201,Russia,Entertainment,Web,Opportunity for Todd1938,Prospecting,New Business
0012w00000LRfonAAD,1580935,2020-06-17,26-200,Russia,Travel,Partner,Opportunity for Todd1747,Closed Lost,New Business
0012w00000LRfnOAAT,744440,2020-06-17,26-200,China,Health Care,Seminar - Internal,Opportunity for Scott363,Closed Won,New Business / Add-on
0012w00000LRfmOAAT,2684465,2020-06-17,0-25,Israel,Health Care,Advertisement,Opportunity for Morgan713,Closed Won,Existing Business
0012w00000LRfsHAAT,397710,2020-06-17,26-200,Belgium,Health Care,Employee Referral,Opportunity for Hunter534,Closed Won,Existing Business
0012w00000LRftqAAD,498880,2020-06-18,Over 201,Austria,Construction,Employee Referral,Opportunity for Maldonado720,Closed Lost,New Business
0012w00000LRfmIAAT,2345840,2020-06-18,0-25,United Arab Emirates,Manufacturing,Employee Referral,Opportunity for McCoy365,Perception Analysis,New Business
0012w00000LRftpAAD,105210,2020-06-18,Over 201,Australia,Consumer Goods,Web,Opportunity for Massey714,Closed Won,New Business
0012w00000LRfp6AAD,364760,2020-06-18,Over 201,Canada,Construction,Public Relations,Opportunity for Warner1943,Needs Analysis,New Business
0012w00000LRfjAAAT,761000,2020-06-18,Over 201,Brazil,Travel,Employee Referral,Opportunity for Matthews542,Closed Lost,New Business
0012w00000LRfioAAD,5166200,2020-06-18,26-200,China,Manufacturing,Employee Referral,Opportunity for Newman536,Closed Won,New Business
0012w00000LRfgrAAD,535160,2020-06-18,Over 201,Canada,Health Care,Partner,Opportunity for Jackson611,Closed Won,Existing Business
0012w00000LRfhwAAD,254500,2020-06-19,0-25,Israel,Computer Software,Trade Show,Opportunity for Bryant543,Closed Lost,New Business / Add-on
0012w00000LRfpkAAD,650350,2020-06-19,Over 201,Belarus,Consumer Goods,Advertisement,Opportunity for Reeves721,Closed Lost,New Business / Add-on
0012w00000LRfu1AAD,63600,2020-06-19,26-200,Austria,Manufacturing,Word of mouth,Opportunity for Freeman717,Value Proposition,Existing Business
0012w00000LRfvAAAT,918500,2020-06-19,Over 201,Israel,Construction,Web,Opportunity for Keller612,Closed Lost,Existing Business
0012w00000LRfvwAAD,789160,2020-06-19,Over 201,United Arab Emirates,Construction,Public Relations,Opportunity for Tate537,Closed Won,New Business
0012w00000LRfkFAAT,577295,2020-06-19,0-25,Australia,Computer Software,Partner,Opportunity for Love368,Negotiation/Review,New Business / Add-on
0012w00000LRfueAAD,1551780,2020-06-19,26-200,Belarus,Computer Software,Employee Referral,Opportunity for Waters1946,Negotiation/Review,New Business / Add-on
0012w00000LRfh0AAD,987930,2020-06-20,0-25,Brazil,Travel,Partner,Opportunity for Joseph722,Needs Analysis,Existing Business
0012w00000LRfjAAAT,51480,2020-06-20,Over 201,Belgium,Travel,Employee Referral,Opportunity for Matthews542,Closed Lost,New Business
0012w00000LRflRAAT,266400,2020-06-20,0-25,United States of America,Entertainment,Web,Opportunity for Rios369,Closed Lost,New Business / Add-on
0012w00000LRftqAAD,16843,2020-06-20,Over 201,Belarus,Construction,Employee Referral,Opportunity for Maldonado720,Closed Lost,New Business
0012w00000LRfurAAD,1542350,2020-06-20,Over 201,Israel,Manufacturing,Employee Referral,Opportunity for Baldwin443,Closed Won,New Business
0012w00000LRfoCAAT,1229730,2020-06-20,26-200,Canada,Computer Software,Employee Referral,Opportunity for Wong544,Prospecting,New Business
0012w00000LRfn1AAD,2378700,2020-06-20,26-200,Canada,Travel,Employee Referral,Opportunity for Osborne613,Closed Lost,New Business
0012w00000LRfsSAAT,1394000,2020-06-21,Over 201,Belgium,Construction,Web,Opportunity for Silva728,Closed Won,Existing Business
0012w00000LRfpkAAD,680,2020-06-21,Over 201,Brazil,Consumer Goods,Advertisement,Opportunity for Reeves721,Closed Lost,New Business / Add-on
0012w00000LRflhAAD,804275,2020-06-21,26-200,Australia,Manufacturing,Partner,Opportunity for Gross444,Needs Analysis,New Business / Add-on
0012w00000LRftXAAT,73600,2020-06-21,Over 201,Australia,Manufacturing,Employee Referral,Opportunity for Valdez617,Closed Lost,New Business
0012w00000LRfhwAAD,2022400,2020-06-21,0-25,United States of America,Computer Software,Trade Show,Opportunity for Bryant543,Closed Lost,New Business / Add-on
0012w00000LRfigAAD,809810,2020-06-21,0-25,United Arab Emirates,Computer Software,Word of mouth,Opportunity for Gordon370,Needs Analysis,New Business
0012w00000LRfviAAD,173566,2020-06-21,26-200,Australia,Entertainment,Advertisement,Opportunity for Mack545,Closed Lost,New Business
0012w00000LRfpgAAD,281412,2020-06-22,0-25,China,Computer Software,Employee Referral,Opportunity for Simpson729,Closed Lost,New Business
0012w00000LRfh7AAD,209104,2020-06-22,Over 201,India,Travel,Employee Referral,Opportunity for Harrington373,Qualification,New Business
0012w00000LRfh0AAD,1224345,2020-06-22,0-25,Belgium,Travel,Partner,Opportunity for Joseph722,Needs Analysis,Existing Business
0012w00000LRfoCAAT,2124300,2020-06-22,26-200,Austria,Computer Software,Employee Referral,Opportunity for Wong544,Prospecting,New Business
0012w00000LRfvOAAT,41500,2020-06-22,Over 201,Austria,Construction,Partner,Opportunity for Barker446,Closed Won,New Business
0012w00000LRftIAAT,765600,2020-06-22,26-200,Austria,Consumer Goods,Public Relations,Opportunity for Weber619,Closed Won,New Business / Add-on
0012w00000LRfvNAAT,1058980,2020-06-22,Over 201,Canada,Computer Software,Employee Referral,Opportunity for Watkins896,Prospecting,New Business
0012w00000LRfp3AAD,228220,2020-06-23,26-200,Austria,Manufacturing,Partner,Opportunity for Bridges897,Closed Won,Existing Business
0012w00000LRfisAAD,175770,2020-06-23,Over 201,United Arab Emirates,Consumer Goods,Employee Referral,Opportunity for Pope1093,Closed Won,New Business
0012w00000LRfsSAAT,201572,2020-06-23,Over 201,China,Construction,Web,Opportunity for Silva728,Closed Won,Existing Business
0012w00000LRfnkAAD,834280,2020-06-23,26-200,Belarus,Construction,Word of mouth,Opportunity for West620,Closed Won,Existing Business
0012w00000LRfhvAAD,663100,2020-06-23,Over 201,United States of America,Travel,Trade Show,Opportunity for Barnes448,Closed Won,New Business / Add-on
0012w00000LRfgRAAT,582035,2020-06-23,0-25,The United Kingdom,Entertainment,Partner,Opportunity for Pearson374,Closed Lost,New Business
0012w00000LRfviAAD,1405500,2020-06-23,26-200,India,Entertainment,Advertisement,Opportunity for Mack545,Closed Lost,New Business
0012w00000LRfpkAAD,792270,2020-06-24,Over 201,Belarus,Consumer Goods,Word of mouth,Opportunity for Powell899,Closed Won,New Business
0012w00000LRfpgAAD,386375,2020-06-24,0-25,United Arab Emirates,Computer Software,Employee Referral,Opportunity for Simpson729,Closed Lost,New Business
0012w00000LRfgTAAT,273090,2020-06-24,Over 201,Brazil,Manufacturing,Seminar - Internal,Opportunity for Jackson625,Closed Won,Existing Business
0012w00000LRfjyAAD,130515,2020-06-24,26-200,The United Kingdom,Computer Software,Partner,Opportunity for Miles1094,Prospecting,Existing Business
0012w00000LRfvNAAT,329425,2020-06-24,Over 201,The United Kingdom,Computer Software,Employee Referral,Opportunity for Watkins896,Closed Won,New Business
0012w00000LRfw2AAD,90274,2020-06-24,Over 201,Russia,Computer Software,Partner,Opportunity for Beck451,Negotiation/Review,New Business
0012w00000LRfobAAD,18960,2020-06-24,0-25,Russia,Health Care,Partner,Opportunity for Clayton375,Closed Won,New Business
0012w00000LRfr1AAD,78400,2020-06-25,26-200,Brazil,Construction,Trade Show,Opportunity for Wilkerson900,Closed Lost,New Business
0012w00000LRflIAAT,1573350,2020-06-25,Over 201,Canada,Construction,Advertisement,Opportunity for Mathis376,Closed Won,New Business
0012w00000LRfisAAD,2649820,2020-06-25,Over 201,United States of America,Consumer Goods,Employee Referral,Opportunity for Pope1093,Closed Won,New Business
0012w00000LRfpvAAD,283440,2020-06-25,Over 201,United Arab Emirates,Travel,Web,Opportunity for Morton1098,Closed Won,New Business / Add-on
0012w00000LRfp3AAD,1314400,2020-06-25,26-200,Russia,Manufacturing,Partner,Opportunity for Bridges897,Closed Won,Existing Business
0012w00000LRfrIAAT,3474950,2020-06-25,26-200,Israel,Travel,Partner,Opportunity for Daniels627,Closed Lost,New Business / Add-on
0012w00000LRfsrAAD,40900,2020-06-25,0-25,Belarus,Health Care,Web,Opportunity for Bryan454,Closed Won,New Business / Add-on
0012w00000LRfnwAAD,1750200,2020-06-26,Over 201,United States of America,Manufacturing,Employee Referral,Opportunity for Mills1099,Value Proposition,New Business / Add-on
0012w00000LRflBAAT,1318960,2020-06-26,Over 201,Israel,Manufacturing,Public Relations,Opportunity for Gray19,Closed Won,New Business
0012w00000LRftqAAD,1420100,2020-06-26,Over 201,Brazil,Construction,Partner,Opportunity for Mendez460,Closed Won,New Business
0012w00000LRfiNAAT,2151600,2020-06-26,Over 201,Belgium,Manufacturing,Partner,Opportunity for Robinson994,Closed Won,New Business
0012w00000LRfvMAAT,206000,2020-06-26,Over 201,India,Travel,Public Relations,Opportunity for Black902,Closed Won,New Business
0012w00000LRfpkAAD,296805,2020-06-26,Over 201,Canada,Consumer Goods,Word of mouth,Opportunity for Powell899,Closed Won,New Business
0012w00000LRfjyAAD,1979000,2020-06-26,26-200,The United Kingdom,Computer Software,Partner,Opportunity for Miles1094,Needs Analysis,Existing Business
0012w00000LRflIAAT,2598300,2020-06-27,Over 201,India,Construction,Web,Opportunity for Keller1100,Needs Analysis,Existing Business
0012w00000LRfqiAAD,3039400,2020-06-27,26-200,Australia,Entertainment,Advertisement,Opportunity for Hawkins22,Needs Analysis,New Business
0012w00000LRfpvAAD,1183700,2020-06-27,Over 201,India,Travel,Web,Opportunity for Morton1098,Closed Lost,New Business / Add-on
0012w00000LRfoYAAT,1948800,2020-06-27,Over 201,China,Construction,Word of mouth,Opportunity for Crawford995,Qualification,New Business / Add-on
0012w00000LRfr1AAD,2288250,2020-06-27,26-200,Israel,Construction,Trade Show,Opportunity for Wilkerson900,Closed Lost,New Business
0012w00000LRfrJAAT,994680,2020-06-27,0-25,Israel,Computer Software,Employee Referral,Opportunity for Morales903,Prospecting,New Business / Add-on
0012w00000LRfuqAAD,316726,2020-06-27,Over 201,Belgium,Health Care,Word of mouth,Opportunity for Christensen462,Closed Won,New Business
0012w00000LRfipAAD,28440,2020-06-28,0-25,Belgium,Travel,Trade Show,Opportunity for Doyle904,Value Proposition,New Business
0012w00000LRfviAAD,2340210,2020-06-28,26-200,The United Kingdom,Entertainment,Advertisement,Opportunity for Todd1101,Qualification,New Business
0012w00000LRfvMAAT,2550000,2020-06-28,Over 201,China,Travel,Public Relations,Opportunity for Black902,Closed Lost,New Business
0012w00000LRfnwAAD,2894390,2020-06-28,Over 201,The United Kingdom,Manufacturing,Employee Referral,Opportunity for Mills1099,Value Proposition,New Business / Add-on
